"groups","est_dG"
"ring -N< : 1 | ring -CH< : 4 | two fused rings >C= : 2 | ring =CH- : 2 | ring -O- : 1 | ring =N- : 3 | -OH : 2 | ring =C< : 1 | -CH2- : 7 | -OPO3 : 1 | -NH2 : 1 | -OPO3- : 1 | -OPO2- : 1 | >C< : 1 | >CH- : 1 | -CH3 : 3 | >C=O : 4 | amide : 2 | -NH- : 2 | -S- : 1 | thioester : 1 | Origin : 1 | heteroaromatic : 2",-812.61
"ring -CH< : 5 | ring -O- : 1 | -COO : 1 | -OH : 4 | Origin : 1",-261.5
"ring -CH< : 1 | ring -CH2- : 1 | -COO : 1 | ring >C=O : 2 | amide : 2 | ring -NH- : 2 | Origin : 1",-151.52
">CH- : 2 | >C=O : 2 | -CH2- : 2 | RW : 2 | -SH : 2 | amide : 1 | -NH- : 1 | Origin : 1","None"
"ring -CH< : 2 | >C=O : 1 | ring -CH2- : 2 | ring >C=O : 1 | RW : 2 | ring -S- : 2 | amide : 1 | ring -NH- : 1 | Origin : 1","None"
"-OPO3 : 1 | -CH2- : 1 | >CH- : 4 | -OH : 4 | -COO : 1 | Origin : 1",-481.16
">CH- : 1 | -COO : 1 | -CH=O : 1 | -CH3 : 1 | Origin : 1",-112.07
"-OPO3 : 1 | -CH2- : 1 | ring -CH< : 5 | ring -O- : 1 | -OH : 3 | -NH3 : 1 | Origin : 1",-395.53
"ring >C< : 1 | ring -O- : 1 | ring -CH< : 3 | -CH2- : 2 | -OH : 3 | -OPO3 : 2 | Origin : 1",-644.17
"ring -CH< : 10 | -O- : 1 | -OH : 8 | ring -O- : 2 | -CH2- : 2 | Origin : 1",-376.76
"two fused rings >C= : 2 | ring -N< : 1 | ring =N- : 2 | ring -CH< : 3 | ring =CH- : 1 | ring >C=O : 1 | ring =C< : 1 | ring -O- : 1 | ring -CH2- : 1 | -NH2 : 1 | -CH2- : 1 | -OH : 1 | -OPO2- : 1 | -OPO3 : 1 | amide : 1 | ring -NH- : 1 | Origin : 1 | OCCC : 1 | CCNC : 1 | heteroaromatic : 1",-476.46
"two fused rings >C= : 2 | ring -N< : 1 | ring =N- : 2 | ring -CH< : 3 | ring =CH- : 1 | ring >C=O : 1 | ring =C< : 1 | ring -O- : 1 | ring -CH2- : 1 | -NH2 : 1 | -CH2- : 1 | -OH : 1 | -OPO3 : 1 | amide : 1 | ring -NH- : 1 | Origin : 1 | OCCC : 1 | CCNC : 1 | heteroaromatic : 1",-268.46
"ring -CH< : 3 | ring -O- : 1 | ring -CH2- : 1 | ring >C=O : 2 | ring =CH- : 1 | ring =C< : 1 | -CH2- : 1 | -OH : 1 | -CH3 : 1 | -OPO2- : 1 | -OPO3 : 1 | amide : 2 | ring -N< : 1 | ring -NH- : 1 | Origin : 1 | OCCC : 1",-566.34
"ring -CH< : 3 | ring -O- : 1 | ring -CH2- : 1 | ring >C=O : 2 | ring =CH- : 1 | ring =C< : 1 | -CH2- : 1 | -OH : 1 | -CH3 : 1 | -OPO3 : 1 | amide : 2 | ring -N< : 1 | ring -NH- : 1 | Origin : 1 | OCCC : 1",-358.34
"-OPO3 : 1 | -CH2- : 2 | -NH3 : 1 | Origin : 1",-257.01
"two fused rings >C= : 2 | ring >C=O : 3 | amide : 4 | ring -NH- : 4 | Origin : 1 | OCCC : 1",-90.93
"dbl sgl ring =N< : 1 | ring =C< : 5 | -CH2- : 3 | ring =CH- : 2 | -CH3 : 2 | ring -S- : 1 | ring =N- : 2 | -NH2 : 1 | -OH : 1 | Origin : 1 | heteroaromatic : 2",52.18
"two fused rings >C= : 2 | ring =N- : 1 | ring >C=O : 2 | ring -NH- : 3 | ring =CH- : 1 | amide : 2 | Origin : 1 | OCCC : 1 | heteroaromatic : 1",-27.73
"two fused rings >C= : 2 | ring -N< : 1 | ring =N- : 2 | ring -CH< : 4 | ring =CH- : 1 | ring >C=O : 1 | ring =C< : 1 | ring -O- : 1 | -NH2 : 1 | -OH : 3 | -CH2- : 1 | amide : 1 | ring -NH- : 1 | Origin : 1 | OCCC : 1 | CCNC : 1 | heteroaromatic : 1",-95.8
"ring >C=O : 1 | ring -CH2- : 5 | Origin : 1",-14.2
"=C< : 1 | -CH2- : 1 | =CH- : 1 | -COO : 3 | Origin : 1 | OCCC : 2",-222.28
"aromatic ring =C< : 1 | =CH- : 2 | aromatic ring =CH- : 5 | -COO : 1 | Origin : 1 | OCCC : 1 | CCCC : 1",-32.27
">CH- : 1 | -COO : 1 | -CH2- : 3 | >C=O : 1 | -CH3 : 1 | -NH3 : 1 | amide : 1 | -NH- : 1 | Origin : 1",-115.26
">CH- : 1 | -CH2- : 1 | -COO : 2 | >C=O : 1 | amide : 2 | -NH- : 1 | -NH2 : 1 | Origin : 1",-203.96
">CH- : 1 | -CH2- : 2 | -NH- : 1 | -COO : 2 | =CH- : 1 | =NH2 : 1 | Origin : 1",-157.18
">CH- : 1 | -CH2- : 1 | -COO : 1 | -NH3 : 1 | -CH=O : 1 | Origin : 1",-113.05
"ring -CH< : 4 | dbl sgl ring =N< : 1 | ring -O- : 1 | ring =CH- : 4 | -OH : 2 | ring =C< : 1 | -CH2- : 1 | >C=O : 1 | -OPO3 : 1 | amide : 1 | -NH2 : 1 | Origin : 1 | OCCC : 1 | heteroaromatic : 1",-337.74
"ring -CH< : 3 | ring -O- : 1 | ring -CH2- : 1 | ring >C=O : 2 | ring =CH- : 1 | ring =C< : 1 | -CH2- : 1 | -OH : 1 | -CH3 : 1 | -OPO2- : 2 | -OPO3 : 1 | amide : 2 | ring -N< : 1 | ring -NH- : 1 | Origin : 1 | OCCC : 1",-774.34
"two fused rings >CH- : 3 | two fused rings >C< : 1 | ring -CH2- : 6 | ring >C=O : 1 | -CH3 : 1 | aromatic ring fused to nonaromatic ring >C=  : 2 | aromatic ring =CH- : 3 | aromatic ring =C< : 1 | -OH : 1 | Origin : 1",-16.98
"ring =C< : 2 | ring >C< : 1 | =CH- : 6 | ring -CH2- : 3 | -CH3 : 5 | =C< : 2 | -CH2- : 1 | -OH : 1 | Origin : 1 | CCCC : 4",70.9
"ring -CH< : 4 | ring -O- : 1 | ring >C=O : 1 | ring =CH- : 2 | -OH : 3 | ring =N- : 1 | -CH2- : 1 | ring =C< : 1 | -NH2 : 1 | amide : 1 | ring -N< : 1 | Origin : 1 | OCNC : 1 | CCCN : 1",-132.88
"ring -CH< : 4 | -OH : 4 | ring -CH2- : 1 | ring -O- : 1 | Origin : 1",-180.06
"aromatic ring =C< : 4 | aromatic ring =CH- : 2 | -O- : 2 | -OH : 1 | -CH3 : 2 | =CH- : 2 | -COO : 1 | Origin : 1 | OCCC : 1 | CCCC : 1",-121.41
"-CH2- : 2 | >N< : 1 | >CH- : 1 | -CH3 : 3 | -OH : 1 | -COO : 1 | Origin : 1",-65.83
"ring >C< : 1 | -O- : 2 | ring -O- : 3 | ring -CH< : 13 | -CH2- : 4 | -OH : 11 | Origin : 1",-536.13
"ring =C< : 1 | ring -CH2- : 1 | ring =CH- : 1 | -COO : 1 | ring -CH< : 3 | -OH : 3 | Origin : 1 | OCCC : 1",-171.29
"ring -N< : 1 | two fused rings >C= : 2 | ring -CH< : 9 | ring =CH- : 2 | ring =N- : 3 | ring -O- : 2 | ring =C< : 1 | -OH : 6 | -NH2 : 1 | -CH2- : 2 | -OPO3- : 1 | -OPO2- : 1 | Origin : 1 | heteroaromatic : 2",-622.63
">CH- : 1 | -COO : 1 | >C=O : 2 | amide : 4 | -NH- : 2 | -NH2 : 2 | Origin : 1",-166.94
"ring -CH< : 9 | ring -O- : 2 | ring >C=O : 1 | ring =CH- : 2 | -OH : 6 | ring =N- : 1 | -CH2- : 2 | ring =C< : 1 | -OPO3- : 1 | -NH2 : 1 | -OPO2- : 1 | amide : 1 | ring -N< : 1 | Origin : 1 | OCNC : 1 | CCCN : 1",-710.16
"ring >C< : 1 | ring -CH< : 2 | ring -O- : 1 | -CH2- : 1 | -OH : 4 | ring -CH2- : 1 | Origin : 1",-180.95
">CH- : 1 | -COO : 1 | -CH2- : 3 | -NH3 : 2 | Origin : 1",-85.66
">CH- : 3 | -OH : 5 | -CH2- : 2 | Origin : 1",-189.02
">C=O : 1 | -CH=O : 1 | -CH3 : 1 | Origin : 1 | OCCO : 1",-59.99
"-COO : 1 | aromatic ring =C< : 2 | aromatic ring =CH- : 4 | >CH- : 1 | -NH2 : 1 | -OH : 1 | Origin : 1",-83.86
">CH- : 2 | -COO : 2 | -OH : 2 | Origin : 1",-239.04
"aromatic ring =C< : 1 | aromatic ring =CH- : 5 | -CH2- : 1 | -OH : 1 | Origin : 1",-8.28
">C=O : 2 | >CH- : 3 | RW : 3 | -CO-OPO3- : 1 | -NH3 : 1 | amide : 2 | -NH- : 2 | Origin : 1","None"
"ring -CH< : 4 | ring -O- : 1 | ring >C=O : 1 | ring =CH- : 2 | -OH : 2 | ring =N- : 1 | -CH2- : 3 | ring =C< : 1 | -OPO3- : 1 | -NH2 : 1 | -OPO2- : 1 | -NH3 : 1 | amide : 1 | ring -N< : 1 | Origin : 1 | OCNC : 1 | CCCN : 1",-536.39
"ring -N< : 1 | ring -CH< : 2 | two fused rings >C= : 2 | ring =CH- : 2 | ring -O- : 2 | ring =N- : 3 | two fused rings >CH- : 2 | -OH : 1 | ring =C< : 1 | ring -OPO2- : 1 | ring -CH2- : 1 | -NH2 : 1 | Origin : 1 | heteroaromatic : 2",-191.87
">CH- : 1 | -CH2- : 1 | -CH=O : 1 | -OH : 2 | Origin : 1",-106.7
"-CH2- : 6 | >CH- : 1 | -SH : 2 | >C=O : 1 | amide : 1 | -NH2 : 1 | Origin : 1",-27.35
"-S- : 1 | -CH3 : 2 | Origin : 1",1.47
"-COO : 1 | -CH2- : 1 | -NH- : 1 | =C< : 1 | -NH2 : 1 | =NH2 : 1 | Origin : 1",-75.84
"ring -CH< : 3 | ring >C=O : 1 | -CH2- : 10 | =CH- : 2 | ring -CH2- : 1 | -OH : 2 | >CH- : 1 | -COO : 1 | -CH3 : 1 | Origin : 1",-135.27
"ring -CH< : 3 | ring >C=O : 1 | -CH2- : 8 | =CH- : 4 | ring -CH2- : 1 | -OH : 2 | >CH- : 1 | -COO : 1 | -CH3 : 1 | Origin : 1",-112.91
"-CH2- : 2 | >N< : 1 | -CH3 : 3 | -OPO3 : 1 | Origin : 1",-200.31
"aromatic ring =C< : 3 | -OH : 2 | aromatic ring =CH- : 3 | -O- : 1 | =CH- : 2 | -CH3 : 1 | -CH2- : 1 | Origin : 1 | CCCC : 1",-51.81
"-OPO3 : 1 | -CH2- : 1 | >CH- : 1 | -COO : 1 | -OH : 1 | Origin : 1",-371.9
">CH- : 1 | -COO : 1 | -OH : 1 | >C=O : 1 | amide : 2 | -NH- : 1 | -NH2 : 1 | Origin : 1",-163.98
"ring -CH< : 4 | ring -O- : 1 | -OPO3 : 1 | -OH : 3 | -CH2- : 1 | Origin : 1",-394.12
">CH- : 1 | -CH2- : 2 | -COO : 2 | >C=O : 1 | -CH3 : 1 | amide : 1 | -NH- : 1 | Origin : 1",-193.73
"-OPO3 : 1 | >CH- : 1 | -COO : 1 | -CH2- : 1 | -OH : 1 | Origin : 1",-371.9
"-CH2- : 3 | -COO : 1 | >C=O : 1 | -CH3 : 1 | amide : 1 | -NH- : 1 | Origin : 1",-114.09
"ring -CH< : 5 | -OH : 4 | ring -O- : 1 | >C=O : 1 | -CH3 : 1 | -CH2- : 1 | amide : 1 | -NH- : 1 | Origin : 1",-212.63
"-OPO3 : 2 | ring -CH< : 5 | ring -O- : 1 | -OH : 3 | -CH2- : 1 | Origin : 1",-643.28
"ring -CH< : 3 | ring -O- : 1 | ring -CH2- : 1 | -OPO3 : 1 | -CH2- : 1 | -OH : 2 | Origin : 1",-354.28
"-OPO3 : 1 | -CH2- : 1 | ring -CH< : 3 | ring -O- : 1 | ring -CH2- : 1 | -OH : 2 | Origin : 1",-354.28
"ring -CH< : 7 | ring -O- : 2 | ring -CH2- : 1 | ring >C=O : 3 | ring =CH- : 1 | ring =C< : 1 | -CH2- : 1 | -OH : 3 | -CH3 : 2 | -OPO3- : 1 | -OPO2- : 1 | amide : 2 | ring -N< : 1 | ring -NH- : 1 | Origin : 1 | OCCC : 1",-680.33
"ring -CH< : 3 | ring >C=O : 1 | ring =CH- : 2 | ring -O- : 1 | ring -CH2- : 1 | ring =N- : 1 | ring =C< : 1 | -CH2- : 1 | -OH : 1 | -NH2 : 1 | -OPO2- : 1 | -OPO3 : 1 | amide : 1 | ring -N< : 1 | Origin : 1 | OCNC : 1 | CCCN : 1",-513.54
"ring -CH< : 1 | ring -CH2- : 2 | ring -S- : 2 | -CH2- : 4 | -COO : 1 | Origin : 1",-63.98
">CH- : 1 | -COO : 1 | -CH2- : 1 | -NH3 : 1 | -OH : 1 | Origin : 1",-124.15
"ring =C< : 1 | =CH- : 2 | ring =CH- : 2 | ring =N- : 1 | ring -NH- : 1 | -COO : 1 | Origin : 1 | OCCC : 1 | CCCC : 1 | heteroaromatic : 1",-26.85
"ring -N< : 1 | ring -CH< : 4 | two fused rings >C= : 2 | ring =CH- : 2 | ring -O- : 1 | ring =N- : 3 | -OH : 2 | ring =C< : 1 | -CH2- : 6 | -OPO3 : 1 | -NH2 : 1 | -OPO3- : 1 | -OPO2- : 1 | >C< : 1 | >CH- : 1 | -CH3 : 2 | >C=O : 2 | -CH=O : 1 | amide : 2 | -NH- : 2 | -S- : 1 | thioester : 1 | Origin : 1 | heteroaromatic : 2",-784.18
">CH- : 1 | >C=O : 1 | -CH3 : 2 | -OH : 1 | Origin : 1",-72.12
"aromatic ring =CH- : 4 | aromatic ring =C< : 2 | -NO2 : 1 | -SO4 : 1 | Origin : 1","None"
"two fused rings >C= : 2 | ring -NH- : 2 | ring =N- : 2 | ring >C=O : 1 | ring -CH2- : 1 | ring =C< : 2 | -NH2 : 1 | >C=O : 1 | >CH- : 1 | -CH3 : 1 | -OH : 1 | amide : 1 | Origin : 1 | OCCC : 1 | OCCN : 1 | CCNC : 2",-34.72
"ring -CH< : 8 | ring -O- : 2 | ring -CH2- : 1 | ring >C=O : 2 | ring =CH- : 1 | ring =C< : 1 | -CH2- : 2 | -OH : 5 | -CH3 : 1 | -OPO3- : 1 | -OPO2- : 1 | amide : 2 | ring -N< : 1 | ring -NH- : 1 | Origin : 1 | OCCC : 1",-723.12
"ring -CH< : 1 | ring -CH2- : 5 | -OH : 1 | Origin : 1",-20.76
"ring -N< : 1 | ring -CH< : 4 | two fused rings >C= : 2 | ring =CH- : 2 | ring -O- : 1 | ring =N- : 3 | -OH : 2 | ring =C< : 1 | -OPO3 : 1 | -CH2- : 6 | -NH2 : 1 | -OPO3- : 1 | -OPO2- : 1 | >C< : 1 | >CH- : 1 | -CH3 : 3 | >C=O : 3 | =CH- : 2 | amide : 2 | -NH- : 2 | -S- : 1 | thioester : 1 | Origin : 1 | OCCC : 1 | heteroaromatic : 2",-761.78
"ring -N< : 1 | two fused rings >C= : 2 | ring -CH< : 4 | ring =CH- : 2 | ring =N- : 3 | ring -O- : 1 | ring =C< : 1 | -OH : 3 | -NH2 : 1 | -CH2- : 6 | -OPO3- : 1 | -OPO2- : 1 | >C< : 1 | >CH- : 1 | -CH3 : 2 | >C=O : 2 | -SH : 1 | amide : 2 | -NH- : 2 | Origin : 1 | heteroaromatic : 2",-539.49
"ring -CH< : 2 | -O- : 1 | ring =CH- : 3 | ring =C< : 1 | -OH : 1 | =C< : 1 | -COO : 2 | =CH2 : 1 | Origin : 1 | OCCC : 2 | CCCC : 1",-169.49
"two fused rings >CH- : 3 | two fused rings >C< : 2 | ring -CH2- : 7 | ring >C< : 1 | -CH3 : 2 | ring -CH< : 1 | >C=O : 1 | -OH : 3 | two fused rings >C= : 1 | -CH2- : 1 | ring =CH- : 1 | ring >C=O : 1 | Origin : 1 | OCCC : 1",-130.78
"two fused rings >CH- : 3 | two fused rings >C< : 2 | ring -CH2- : 7 | ring >C< : 1 | -CH3 : 2 | ring -CH< : 1 | >C=O : 1 | -OH : 2 | two fused rings >C= : 1 | -CH=O : 1 | ring =CH- : 1 | ring >C=O : 1 | Origin : 1 | OCCO : 1 | OCCC : 1",-118.84
"ring >C< : 1 | ring -CH< : 3 | ring -O- : 1 | -CH2- : 1 | -OH : 4 | -COO : 1 | Origin : 1",-262.39
"ring -N< : 1 | ring -CH< : 4 | two fused rings >C= : 2 | ring =CH- : 2 | ring -O- : 1 | ring =N- : 3 | -OH : 2 | ring =C< : 1 | -CH2- : 10 | -OPO3 : 1 | -NH2 : 1 | -OPO3- : 1 | -OPO2- : 1 | >C< : 1 | >CH- : 3 | -CH3 : 2 | >C=O : 4 | -S-S- : 1 | -COO : 2 | -NH3 : 1 | amide : 4 | -NH- : 4 | Origin : 1 | heteroaromatic : 2",-965.77
"-COO : 2 | =C< : 2 | -CH3 : 2 | Origin : 1 | OCCC : 2",-145.2
">CH- : 1 | -CH=O : 1 | -CH3 : 1 | -OH : 1 | Origin : 1",-70.47
"ring -CH< : 2 | two fused rings >CH- : 2 | ring -O- : 2 | ring >C=O : 1 | ring =CH- : 2 | ring =N- : 1 | ring -OPO2- : 1 | -CH2- : 1 | ring =C< : 1 | -OH : 1 | -NH2 : 1 | amide : 1 | ring -N< : 1 | Origin : 1 | OCNC : 1 | CCCN : 1",-280.96
"two fused rings >CH- : 3 | two fused rings >C< : 1 | ring -CH2- : 6 | ring -CH< : 1 | -CH3 : 1 | aromatic ring fused to nonaromatic ring >C=  : 2 | -OH : 2 | aromatic ring =CH- : 3 | aromatic ring =C< : 1 | Origin : 1",-23.54
"-CH2- : 3 | >CH- : 1 | -COO : 2 | -NH3 : 1 | Origin : 1",-162.51
"=C< : 2 | -COO : 2 | -OH : 2 | Origin : 1 | OCCC : 2",-220.9
">CH- : 1 | -CH2- : 1 | -COO : 1 | -NH3 : 1 | -O-CO- : 1 | -CH3 : 1 | Origin : 1",-161.6
"-CH2- : 3 | -COO : 1 | -OH : 1 | Origin : 1",-119.74
"-CH2- : 2 | -COO : 1 | -OH : 1 | Origin : 1",-121.36
">CH- : 3 | -OH : 4 | >C=O : 1 | -COO : 1 | -CH2- : 1 | Origin : 1",-260.64
"-COO : 1 | -CH2- : 2 | >C=O : 1 | -CH3 : 1 | amide : 1 | -NH- : 1 | Origin : 1",-115.71
"ring -CH< : 10 | -O- : 1 | ring -O- : 2 | -OH : 8 | -CH2- : 2 | Origin : 1",-376.76
">CH- : 1 | -CH2- : 2 | -COO : 2 | -OH : 1 | Origin : 1",-199.38
"ring >C< : 1 | ring -CH< : 3 | ring -O- : 1 | -CH2- : 2 | -OH : 4 | -OPO3 : 1 | Origin : 1",-431.67
">CH- : 4 | -OH : 5 | -CH2- : 2 | -OPO3 : 1 | Origin : 1",-437.94
"-OPO3 : 1 | ring -CH< : 5 | ring -O- : 1 | -OH : 3 | -CH3 : 1 | Origin : 1",-394.55
">CH- : 2 | >C=O : 1 | -OH : 3 | -CH2- : 2 | -OPO3 : 1 | Origin : 1",-393.5
"ring -CH< : 4 | ring -O- : 1 | ring =C< : 1 | ring >C=O : 2 | -OH : 2 | ring =CH- : 1 | -COO : 1 | -CH2- : 1 | -OPO3 : 1 | amide : 2 | ring -N< : 1 | ring -NH- : 1 | Origin : 1 | OCCC : 2",-479.18
"-CH2- : 3 | >C< : 1 | -COO : 1 | -CH3 : 1 | -OH : 1 | -OPO3 : 1 | Origin : 1",-370.27
">CH- : 3 | -OH : 3 | -CH2- : 1 | -CH=O : 1 | -OPO3 : 1 | Origin : 1",-392.04
"-OPO3 : 1 | -CH2- : 1 | ring -CH< : 5 | ring -O- : 1 | -OH : 4 | Origin : 1",-430.78
">CH- : 1 | -COO : 2 | -CH2- : 1 | -OH : 1 | >C=O : 1 | Origin : 1 | OCCO : 1",-226.94
"-OPO3 : 1 | -CH2- : 1 | >C=O : 1 | >CH- : 3 | -OH : 3 | -CH3 : 1 | Origin : 1",-393.69
"-OPO2- : 1 | -OPO3 : 1 | -CH2- : 3 | >C< : 1 | -CH3 : 1 | -OH : 1 | -COO : 1 | Origin : 1",-578.27
">CH- : 1 | -COO : 1 | -CH=O : 1 | -OH : 1 | Origin : 1",-149.92
">C=O : 1 | -COO : 1 | -CH2- : 1 | aromatic ring =C< : 2 | aromatic ring =CH- : 4 | -OH : 1 | Origin : 1 | OCCO : 1",-115.3
"-CH2- : 2 | >CH- : 2 | -NH3 : 2 | -CH3 : 1 | -COO : 1 | Origin : 1",-85.85
">CH- : 1 | -COO : 1 | -CH2- : 1 | -CH3 : 1 | -OH : 1 | Origin : 1",-121.55
"ring -CH< : 6 | -OPO3- : 1 | -OH : 4 | -OPO3 : 1 | -CH2- : 2 | >CH- : 1 | -O-CO- : 2 | RW : 2 | Origin : 1","None"
"ring -CH< : 11 | -O- : 1 | -OH : 9 | ring -O- : 1 | -CH2- : 1 | Origin : 1",-378.44
"-OPO3 : 1 | -CH2- : 1 | ring -CH< : 4 | ring -O-CO- : 1 | -OH : 3 | Origin : 1",-428.52
">CH- : 1 | -CH2- : 7 | -S- : 1 | -SH : 1 | -NH3 : 1 | -COO : 1 | Origin : 1",-64.9
"aromatic ring =C< : 4 | aromatic ring =CH- : 2 | -CH2- : 1 | >C=O : 1 | aromatic -I : 2 | -COO : 1 | -OH : 1 | Origin : 1 | OCCO : 1",-78.06
"ring -CH< : 6 | -OPO3- : 1 | -OH : 5 | -CH2- : 2 | >CH- : 1 | -O-CO- : 2 | RW : 2 | Origin : 1","None"
"ring -N< : 2 | two fused rings >C= : 4 | aromatic ring fused to nonaromatic ring >C=  : 2 | -CH2- : 3 | ring =N- : 5 | aromatic ring =CH- : 2 | >CH- : 3 | ring >C=O : 2 | aromatic ring =C< : 2 | -OH : 5 | -CH3 : 2 | -OPO3- : 1 | -OPO2- : 1 | ring -CH< : 4 | ring -O- : 1 | ring =CH- : 2 | ring =C< : 1 | -NH2 : 1 | amide : 1 | ring -NH- : 1 | Origin : 1 | OCCN : 1 | OCNC : 1 | NCCN : 1 | CCNC : 1 | heteroaromatic : 2",-529.37
"-CH2- : 2 | -OH : 2 | Origin : 1",-79.76
"-COO : 2 | =CH- : 2 | Origin : 1 | OCCC : 2",-143.7
"-CH2- : 2 | -CH=O : 1 | -CH3 : 1 | Origin : 1",-30.81
"aromatic ring =C< : 4 | aromatic ring =CH- : 2 | -COO : 1 | -OH : 3 | Origin : 1 | OCCC : 1",-171.49
"ring =CH- : 3 | ring -NH- : 1 | ring =N- : 1 | Origin : 1 | heteroaromatic : 1",33.78
"-CH2- : 12 | =CH- : 4 | -COO : 1 | -CH3 : 1 | Origin : 1",-16.11
"ring >C< : 1 | -O- : 3 | ring -O- : 4 | ring -CH< : 18 | -CH2- : 5 | -OH : 14 | Origin : 1",-694.61
">CH- : 2 | -COO : 1 | -OH : 3 | -CH2- : 1 | Origin : 1",-195.82
"dbl sgl ring =N< : 1 | ring -CH< : 4 | two fused rings >C= : 2 | ring =CH- : 2 | ring -O- : 1 | ring =N- : 2 | -OH : 1 | ring =C< : 1 | -OPO3 : 2 | -CH2- : 1 | ring -NH- : 1 | -NH2 : 1 | Origin : 1 | CCCN : 1 | CCNC : 3",-478.33
"ring -CH< : 12 | -OPO3- : 2 | ring -O- : 3 | -CH2- : 3 | -OH : 5 | RW : 3 | Origin : 1","None"
"ring >C< : 1 | ring -CH< : 3 | ring -O- : 1 | -CH2- : 2 | -OH : 5 | Origin : 1",-219.17
"ring -CH< : 5 | -OH : 4 | ring -O- : 1 | -CH3 : 1 | Origin : 1",-182.05
"-OPO3- : 1 | -CH2- : 3 | >CH- : 1 | -COO : 1 | -NH3 : 1 | -NH- : 1 | =C< : 1 | -NH2 : 1 | =NH2 : 1 | Origin : 1",-307.77
"aromatic ring fused to nonaromatic ring >C=  : 4 | ring -N< : 1 | aromatic ring =CH- : 7 | ring -NH- : 1 | aromatic ring =C< : 1 | -CH3 : 1 | -OH : 1 | Origin : 1",51.67
"≡C- : 1 | ≡N : 1 | -Sneg : 1 | Origin : 1",22.2
"two fused rings >C= : 2 | ring -N< : 1 | ring -CH< : 4 | ring =CH- : 1 | ring =N- : 1 | ring >C=O : 2 | ring -O- : 1 | -OH : 3 | -CH2- : 1 | amide : 2 | ring -NH- : 2 | Origin : 1 | OCCC : 1 | heteroaromatic : 1",-151.93
"ring -CH< : 3 | -OH : 3 | ring -CH2- : 1 | ring -O- : 1 | Origin : 1",-143.4
">CH- : 1 | -CH2- : 2 | -COO : 1 | -NH3 : 1 | -CH3 : 1 | Origin : 1",-84.68
">CH- : 1 | -CH3 : 2 | -OH : 1 | Origin : 1",-43.72
"ring -N< : 1 | aromatic ring fused to nonaromatic ring >C=  : 2 | two fused rings >C= : 2 | -CH2- : 2 | aromatic ring =CH- : 2 | ring =N- : 2 | >CH- : 3 | aromatic ring =C< : 2 | ring >C=O : 2 | -OH : 3 | -CH3 : 2 | -OPO3 : 1 | amide : 1 | ring -NH- : 1 | Origin : 1 | OCCN : 1 | OCNC : 1 | NCCN : 1 | CCNC : 1",-337.52
">CH- : 1 | -COO : 1 | -CH2- : 3 | -NH3 : 1 | -CH3 : 1 | Origin : 1",-83.06
"-SO3 : 1 | -CH2- : 2 | -NH- : 1 | =C< : 1 | -NH2 : 1 | =NH2 : 1 | Origin : 1",-114.87
"aromatic ring fused to nonaromatic ring >C=  : 2 | ring =C< : 1 | aromatic ring =CH- : 4 | -CH2- : 1 | ring =CH- : 1 | ring -NH- : 1 | >CH- : 1 | -COO : 1 | -OH : 1 | Origin : 1 | heteroaromatic : 1",-60.25
">CH- : 1 | >C=O : 1 | -CH2- : 2 | -OH : 3 | Origin : 1",-144.58
"ring =C< : 2 | ring >C< : 1 | =CH- : 6 | ring -CH2- : 3 | -CH3 : 5 | =C< : 2 | -CH=O : 1 | Origin : 1 | OCCC : 1 | CCCC : 4",78.83
">C< : 1 | -COO : 1 | -CH2- : 1 | -CH3 : 1 | -NH3 : 1 | -OH : 1 | Origin : 1",-125.76
"-CH2- : 1 | -COO : 1 | -CH3 : 1 | >C=O : 1 | Origin : 1",-113.53
"-CH2- : 6 | >CH- : 1 | -SH : 2 | -COO : 1 | Origin : 1",-69.79
"=C< : 1 | =CH- : 1 | -COO : 2 | -CH3 : 1 | Origin : 1 | OCCC : 2",-144.45
"ring -CH< : 1 | ring -CH2- : 2 | -COO : 1 | ring >C=O : 1 | amide : 1 | ring -NH- : 1 | Origin : 1",-110.12
"ring -N< : 1 | two fused rings >C= : 2 | ring -CH< : 9 | ring =CH- : 1 | ring =N- : 2 | ring -O- : 2 | ring >C=O : 1 | ring =C< : 1 | -OH : 6 | -NH2 : 1 | -CH2- : 2 | -OPO3- : 1 | -OPO2- : 1 | amide : 1 | ring -NH- : 1 | Origin : 1 | OCCC : 1 | CCNC : 1 | heteroaromatic : 1",-673.08
">CH- : 1 | =C< : 1 | -COO : 2 | -CH3 : 1 | =CH2 : 1 | Origin : 1 | OCCC : 1",-143.75
"=C< : 1 | -N< : 1 | -NH- : 1 | =NH2 : 1 | -CH2- : 1 | -CH3 : 1 | -OPO2 : 1 | -COO : 1 | Origin : 1",-262.13
"formylphosphate : 1",-302.57
"-COO : 2 | =CH- : 4 | Origin : 1 | OCCC : 2 | CCCC : 1",-122.92
"aromatic ring =C< : 3 | aromatic ring =CH- : 3 | -NO2 : 2 | -OH : 1 | Origin : 1","None"
"ring -CH< : 12 | -OPO3- : 2 | ring -O- : 3 | -CH2- : 3 | -OH : 4 | RW : 3 | -O-CO- : 1 | >CH- : 2 | -NH3 : 1 | -CH3 : 2 | Origin : 1","None"
