"ENTRY","DELTAG","UNCERTAINTY","CHARGE","REASON ENERGY COULD NOT BE ESTIMATED"
"C00644",-437.94,0.91,-1,
"C00645",-212.63,1.63,0,
"C00647",-244.68,1.66,0,
"C00648","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C00650",-34.8,5,0,
"C00651",-144.73,0.65,-1,
"C00652",-179.36,1.09,0,
"C00653","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers|Unlabled atoms"
"C00655",-364.43,2.78,-1,
"C00657","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C00658","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C00659",-151.56,0.45,-1,
"C00660",-643.28,1.49,-2,
"C00661",-319.2,0.31,-1,
"C00662","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C00663",-430.78,1.51,-1,
"C00664",-106.95,3.24,-2,
"C00665",-644.17,1.3,-2,
"C00666",-163.68,0.6,0,
"C00667","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C00668",-430.78,1.51,-1,
"C00669",-190.37,1.04,-1,
"C00670",-254.99,2.06,0,
"C00671",-109.64,0.4,-1,
"C00672",-354.28,1.18,-1,
"C00673",-354.28,1.18,-1,
"C00674",-36.26,7.19,0,
"C00675","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C00676","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C00677","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C00678","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C00679",-263.36,0.53,-2,
"C00680",-163.68,0.6,0,
"C00681","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C00682",-108.82,1.07,-1,
"C00683",-863.85,3.55,-4,
"C00684",-183.72,0.44,-1,
"C00685","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C00686","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C00687",-680.33,2.86,-2,
"C00688",-680.33,2.86,-2,
"C00689",-589.26,2.99,-1,
"C00691",-213.4,1.28,0,
"C00692",-958.02,3.91,-4,
"C00693","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C00694","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C00695",-165.99,7.11,-1,
"C00696",-112.91,1.45,-1,
"C00697",4.47,0.5,0,
"C00698","Not calculated","Not calculated","Not calculated","Involves groups with unknown energy"
"C00700",-780.43,2.8,-3,
"C00701","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C00703","Not calculated","Not calculated","Not calculated","Involves groups with unknown energy"
"C00704",3.92,0.5,0,
"C00705",-513.54,1.84,-2,
"C00706","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C00707","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers|Unlabled atoms"
"C00708","Not calculated","Not calculated","Not calculated","Involves groups with unknown energy"
"C00709","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C00711",-201,0.31,-2,
"C00712",-38.47,1.33,-1,
"C00713",-535.24,4.53,0,
"C00714","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers|Unlabled atoms"
"C00715",33.38,2.77,0,
"C00716",-124.15,0.31,0,
"C00717","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C00718","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers|Unlabled atoms"
"C00719",-31.03,1.96,0,
"C00720","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C00721","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers|Unlabled atoms"
"C00722","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C00723","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C00725",-63.98,1.56,-1,
"C00726","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C00727",-51.01,1.07,0,
"C00728","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C00729","Not calculated","Not calculated","Not calculated","Involves groups with unknown energy"
"C00731","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C00732",-115.19,1.24,0,
"C00734","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C00735",-130.78,6.83,0,
"C00736",-83.39,0.7,0,
"C00737","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C00738",-218.28,1.54,0,
"C00739",-84.04,0.56,1,
"C00740",-124.15,0.31,0,
"C00741",-61.64,0.46,0,
"C00742","Not calculated","Not calculated","Not calculated","Involves groups with unknown energy"
"C00744","Not calculated","Not calculated","Not calculated","Unlabled atoms"
"C00745",80.59,1.71,0,
"C00746",-308.05,6.26,0,
"C00747",44.52,1.61,0,
"C00748","Not calculated","Not calculated","Not calculated","Unlabled atoms"
"C00750",15.6,2.04,4,
"C00751",161.68,3.16,0,
"C00752","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C00753","Not calculated","Not calculated","Not calculated","Involves groups with unknown energy"
"C00754","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C00755",-64.66,1.16,0,
"C00756",-33.81,0.64,0,
"C00757",-7.68,4.62,1,
"C00758",-84.62,3.03,0,
"C00759","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C00760","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers|Unlabled atoms"
"C00761",-210.29,2.14,0,
"C00762",-124.22,6.84,0,
"C00763",-62.54,0.94,-1,
"C00764",-217.61,1.37,0,
"C00765",-909.73,14.1,0,
"C00766",4.63,2.07,0,
"C00767",-311.88,0.82,-2,
"C00768",-45.63,1.13,0,
"C00769","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C00770",-268.66,0.89,-1,
"C00771","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C00772",-139.28,1.08,0,
"C00773",-298.19,3.94,-1,
"C00774",-121.43,2.15,0,
"C00775","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C00777",26.13,2.67,-1,
"C00778","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers|Unlabled atoms"
"C00779",-107.65,1.59,0,
"C00780",15.16,1.57,1,
"C00783","Not calculated","Not calculated","Not calculated","Involves groups with unknown energy"
"C00785",-26.85,1.3,-1,
"C00786",-99.16,2.25,0,
"C00787","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C00788",-79.86,1.43,1,
"C00789",-680.9,2.15,-2,
"C00791",-6.19,2.8,0,
"C00792",-73.77,1.56,1,
"C00793",-83.39,0.7,0,
"C00794",-225.44,0.99,0,
"C00795",-217.61,1.37,0,
"C00796",-105.4,4.02,-2,
"C00797",-8.28,0.24,1,
"C00798",-784.18,3.51,-3,
"C00799",10.4,2.17,0,
"C00800",-268.66,0.89,-1,
"C00801","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C00802",-153.5,1.02,-1,
"C00803",-81.89,0.31,-1,
"C00804",19.2,5.28,-1,
"C00805",-92.53,0.89,-1,
"C00806",-25,1.58,0,
"C00807","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C00808",-36.69,6.17,0,
"C00809",-36.69,6.17,0,
"C00810",-72.12,0.35,0,
"C00811",-71.75,1.1,-1,
"C00812","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C00813","Not calculated","Not calculated","Not calculated","Unlabled atoms"
"C00814",-93.39,2.35,0,
"C00815",-202.61,0.42,-2,
"C00816","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C00817",-268.66,0.89,-1,
"C00818",-311.88,0.82,-2,
"C00819",-121.69,0.61,0,
"C00820",-124.34,0.41,0,
"C00821","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C00822",-111.23,1.33,0,
"C00823",-20.85,1.33,0,
"C00824","Not calculated","Not calculated","Not calculated","Unlabled atoms"
"C00825",-320.83,4.01,5,
"C00826",-161.4,1.32,-1,
"C00827",-822.25,3.56,-3,
"C00828","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C00829",43.07,2.34,0,
"C00830",-189.68,0.46,-2,
"C00831",-135.14,1.58,0,
"C00832",-442.65,5.27,5,
"C00833","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C00834","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C00835",-34.72,2.65,0,
"C00836",-58.44,1.39,1,
"C00837",-125.68,3.34,2,
"C00839","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C00840","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C00841",-84.62,3.03,0,
"C00842",-723.12,2.95,-2,
"C00843",-16.75,0.98,0,
"C00844",-153.8,5.22,0,
"C00845",-785.2,4.21,-3,
"C00846",-189.74,0.39,-2,
"C00847",-112.2,1.67,-1,
"C00848","Not calculated","Not calculated","Not calculated","Unlabled atoms"
"C00849",-80.98,0.48,0,
"C00850","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C00851","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C00852",-282.98,1.72,-1,
"C00853","Not calculated","Not calculated","Not calculated","Unlabled atoms"
"C00854",-20.76,1.26,0,
"C00855",-75.91,0.82,0,
"C00856","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C00857",-572.03,4.3,-2,
"C00858",-53.91,2.25,0,
"C00859","Not calculated","Not calculated","Not calculated","Involves groups with unknown energy"
"C00860",-2.41,1.14,1,
"C00861",-181.19,0.72,0,
"C00862",-466.4,2.88,-4,
"C00863","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C00864",-188.54,0.85,-1,
"C00865","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C00866","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C00868","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C00869",-88.39,1.35,-1,
"C00870","Not calculated","Not calculated","Not calculated","Involves groups with unknown energy"
"C00871","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C00872",-167.37,0.33,-1,
"C00873",-277.41,7,1,
"C00875","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C00876",-653.72,3.33,-4,
"C00877",-761.78,3.58,-3,
"C00878",-232.24,0.7,-1,
"C00879",-311.88,0.82,-2,
"C00880",-268.66,0.89,-1,
"C00881",-93.04,1.84,0,
"C00882",-539.49,3.46,-2,
"C00883",-535.24,4.53,0,
"C00884",-72.97,1.35,0,
"C00885",-169.49,1.41,-2,
"C00886","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C00887",18.26,1.52,1,
"C00888",-780.97,3.58,-3,
"C00889","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers|Unlabled atoms"
"C00890","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers|Unlabled atoms"
"C00891",3.18,7.26,0,
"C00892",-6.3,7.26,0,
"C00893","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C00894",-764.06,3.56,-3,
"C00895","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C00896","Not calculated","Not calculated","Not calculated","Unlabled atoms"
"C00897",-376.76,3.02,0,
"C00898",-239.04,0.45,-2,
"C00899",70.9,2.67,0,
"C00900",-153.18,0.44,-1,
"C00902",-107.83,0.4,-1,
"C00903",20.43,1.05,0,
"C00904",-901.69,3.6,-4,
"C00905",-262.39,1.3,-1,
"C00906",-72.07,1.44,0,
"C00907","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C00908",-195.7,3.51,5,
"C00909",6.45,2.9,-1,
"C00910","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C00911","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C00912","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers|Unlabled atoms"
"C00913",89.73,2.76,0,
"C00915",180.62,3.27,2,
"C00916",-256.55,1.98,-1,
"C00917","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C00918","Not calculated","Not calculated","Not calculated","Involves groups with unknown energy"
"C00919",-102.31,2.09,0,
"C00920",-965.77,4.33,-4,
"C00921",-2.14,2.78,-1,
"C00922",-145.2,0.97,-2,
"C00923","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C00924","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C00925","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers|Unlabled atoms"
"C00927",-221,3.96,-1,
"C00928",-39,0.67,0,
"C00929","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C00930","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers|Unlabled atoms"
"C00931",-118.18,1.37,-1,
"C00933",-59.92,2.65,1,
"C00934","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C00935",-724.33,2.97,-2,
"C00936",-218.28,1.54,0,
"C00937",-70.47,0.28,0,
"C00938","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers|Unlabled atoms"
"C00939",-40.07,3.12,0,
"C00940",-146.46,0.66,-1,
"C00941",-279.4,2.98,-1,
"C00942",-242.32,3.57,-1,
"C00943",-247.6,3.57,-1,
"C00944",-214.49,0.92,-1,
"C00946",-257.85,3.03,-1,
"C00947","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C00948","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C00949","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C00950",-71.09,1.34,0,
"C00951",-23.54,4.33,0,
"C00952","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C00953","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C00954",-23.83,1.56,-1,
"C00955",19.39,1.57,0,
"C00956",-162.51,0.42,-1,
"C00957",-108.16,0.7,-1,
"C00958","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C00959",-88.08,1.47,-1,
"C00960","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C00961",-114.99,4.96,0,
"C00962",-218.28,1.54,0,
"C00963","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C00964",9.97,0.98,0,
"C00965","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers|Unlabled atoms"
"C00966",-149.1,0.49,-1,
"C00968",-152.03,3.8,-1,
"C00969",-68.66,0.27,0,
"C00971",-47.04,2.23,0,
"C00972","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C00973","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C00974",-153.65,2.27,0,
"C00975",-220.9,0.98,-2,
"C00976",-716.3,3.68,-3,
"C00977",17.44,1.66,1,
"C00978",-14.44,1.69,0,
"C00979",-161.6,0.52,0,
"C00980","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers|Unlabled atoms"
"C00982",103.63,3.17,0,
"C00984",-218.28,1.54,0,
"C00985","Not calculated","Not calculated","Not calculated","Unlabled atoms"
"C00986",-7.64,0.47,2,
"C00988",-335.48,0.21,-2,
"C00989",-119.74,0.31,-1,
"C00990",-40.43,0.65,1,
"C00991","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C00992","Not calculated","Not calculated","Not calculated","Unlabled atoms"
"C00993",-118.69,0.78,0,
"C00994",-260.04,1.4,-2,
"C00995","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C00996","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C00997","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C00998","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C00999","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C01000","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C01001",-494.35,3.31,-5,
"C01002",-430.78,1.51,-1,
"C01003","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C01004",-31.21,1.47,0,
"C01005",-336.65,0.33,-1,
"C01007",-134.09,2.49,0,
"C01008",10.95,2.08,1,
"C01009",-722.71,2.97,-2,
"C01010",-127.56,0.95,-1,
"C01011",-901.69,3.6,-4,
"C01012",-104.61,0.98,0,
"C01013",-121.36,0.24,-1,
"C01014",-49.58,1.09,0,
"C01015",-102.38,0.86,-1,
"C01016","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C01017",-64.48,1.57,0,
"C01018",-182.05,1.5,0,
"C01019",-182.05,1.5,0,
"C01020",-75.15,1.35,-1,
"C01021","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C01022","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C01023",-363.5,4.93,3,
"C01024",-479.5,6.22,-8,
"C01025","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C01026",-73.28,1.2,0,
"C01028",-108.79,0.69,0,
"C01029",-24.81,1.29,2,
"C01031",-253.14,1.66,-1,
"C01032","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C01033",-782.78,3.57,-3,
"C01034",16.4,6.94,0,
"C01035",-72.6,1.54,0,
"C01036",-197.26,0.82,-2,
"C01037",-80.99,0.68,1,
"C01038","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C01040",-215.78,1.15,0,
"C01041",-194.91,1.51,-1,
"C01042",-195.35,0.71,-2,
"C01043",-115.69,1.4,-1,
"C01044",-193.7,0.7,-2,
"C01045",-192.08,0.72,-2,
"C01046",-155.58,0.96,-1,
"C01047",-115.26,0.76,0,
"C01048","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C01050",-820.27,3.25,-3,
"C01051","Not calculated","Not calculated","Not calculated","Unlabled atoms"
"C01053",-150.1,0.46,-1,
"C01054",119.31,3.22,0,
"C01056",42.33,1.66,0,
"C01058","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C01059",-32,1.34,0,
"C01060",-53.29,2.85,0,
"C01061",-197.26,0.82,-2,
"C01062",-260.64,0.72,-1,
"C01063",-857.18,3.62,-4,
"C01064","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C01065","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
