abbreviation	name	synonyms	equation	subsystem	compartment	ecnumber	reversible	translocation	internal_id	confidence_score	notes	
13BGHe	Exo-1,3-beta-glucan glucohydrase		[e] : 13BDglcn + h2o --> glc-D	Starch and Sucrose Metabolism	Extra-organism	3.2.1.58	Irreversible	N	1486134	0		
PTPATim	panthetheine-phosphate adenylyltransferase		[m] : atp + h + pan4p --> dpcoa + ppi	Pantothenate and CoA Biosynthesis	Mitochondria	2.7.7.3	Irreversible	N	1449022	0		
DHORTS	dihydroorotase		[c] : dhor-S + h2o <==> cbasp + h	Purine and Pyrimidine Biosynthesis	Cytosol	3.5.2.3	Reversible	N	143526	0		
FRDcm	fumarate reductase, cytosolic/mitochondrial		fadh2[m] + fum[c] --> fad[m] + succ[c]	Transport, Mitochondrial	Cytosol, Mitochondria	1.3.99.1	Irreversible	Y	228296	0	mitochondrial according to CYGD	
FAS80ACPm_L	fatty acyl-ACP synthase (n-C8:0ACP), mitochondrial, lumped reaction		[m] : acACP + (9) h + (3) malACP + (6) nadph --> (3) ACP + (3) co2 + (3) h2o + (6) nadp + ocACP	Fatty Acid  Biosynthesis	Mitochondria		Irreversible	N	1513075	0		
C24STRer	C-s24 sterol reductase, endoplamic reticular		[r] : ergtetrol + h + nadph --> ergst + nadp	Sterol Biosynthesis	Endoplasmic Reticulum		Irreversible	N	1455247	0	localizes to ER (Zweytick D, et al. 2000)	
RAFGH	Raffinose galactohydrolase		[c] : h2o + raffin --> gal + sucr	Galactose metabolism	Cytosol	3.2.1.22	Irreversible	N	1440093	0		
FA80tp	fatty acid peroxisomal transport		octa[c] --> octa[x]	Transport, Peroxisomal	Cytosol, Peroxisome		Irreversible	Y	1459868	0		
PTRCt2	putrescine transport in via proton symport		h[e] + ptrc[e] --> h[c] + ptrc[c]	Transport, Extracellular	Cytosol, Extra-organism		Irreversible	Y	1446938	0		
PIt5m	phosphate transport via hydroxide ion symport, mitochondrial		oh1[m] + pi[c] <==> oh1[c] + pi[m]	Transport, Mitochondrial	Cytosol, Mitochondria		Reversible	Y	1446644	0		
ASPKi	aspartate kinase, irreversible		[c] : asp-L + atp --> 4pasp + adp	Alanine and Aspartate Metabolism	Cytosol	2.7.2.4	Irreversible	N	1443958	0		
AIRCr	phosphoribosylaminoimidazole carboxylase		[c] : air + co2 <==> 5aizc + h	Purine and Pyrimidine Biosynthesis	Cytosol	4.1.1.21	Reversible	N	1442450	0		
ORNDC	Ornithine Decarboxylase		[c] : h + orn --> co2 + ptrc	Arginine and Proline Metabolism	Cytosol	4.1.1.17	Irreversible	N	1439613	0		
CYTDK2	cytidine kinase (GTP)		[c] : cytd + gtp --> cmp + gdp + h	Nucleotide Salvage Pathway	Cytosol		Irreversible	N	145675	0		
CO2tn	CO2 nuclear transport via diffusion		co2[n] <==> co2[c]	Transport, Nuclear	Cytosol, Nucleus		Reversible	Y	1447686	0		
PYDXK	pyridoxal kinase		[c] : atp + pydx --> adp + h + pydx5p	Pyridoxine Metabolism	Cytosol	2.7.1.35	Irreversible	N	1448697	0		
CERS326	Ceramide-3 synthase (26C)		[c] : cer2_26 + h + nadph + o2 --> cer3_26 + h2o + nadp	Sphingolipid Metabolism	Cytosol		Irreversible	N	1513724	0		
ASNN	L-asparaginase		[c] : asn-L + h2o --> asp-L + nh4	Asparagine metabolism	Cytosol	3.5.1.1	Irreversible	N	1529106	0		
ERGSTt	ergosterol reversible transport		ergst[e] <==> ergst[c]	Transport, Extracellular	Cytosol, Extra-organism		Reversible	Y	1456997	0		
CYSTS	cystathionine beta-synthase		[c] : hcys-L + ser-L --> cyst-L + h2o	Glycine and Serine Metabolism	Cytosol	4.2.1.22	Irreversible	N	1444032	0		
RPE	ribulose 5-phosphate 3-epimerase		[c] : ru5p-D <==> xu5p-D	Pentose Phosphate Pathway	Cytosol	5.1.3.1	Reversible	N	134933	0		
DOLPMMer	Dolichyl-phosphate-mannose--protein mannosyltransferase, endoplasmic reticular		[r] : dolmanp --> dolp + h + mannan	Glycoprotein Metabolism	Endoplasmic Reticulum	2.4.1.109	Irreversible	N	1455383	0		
PSERDv_SC	phosphatidylserine decarboxylase, yeast-specific, vacuolar		[v] : h + (0.01) ps_SC --> co2 + (0.01) pe_SC	Phospholipid Biosynthesis	Vacuole	4.1.1.65	Irreversible	N	1531302	0	See Wu & Voelker 2002	
METt2r	L-methionine reversible transport via proton symport		h[e] + met-L[e] <==> h[c] + met-L[c]	Transport, Extracellular	Cytosol, Extra-organism		Reversible	Y	1446880	0		
NTD11	5'-nucleotidase (IMP)		[c] : h2o + imp --> ins + pi	Nucleotide Salvage Pathway	Cytosol	3.1.3.5	Irreversible	N	144053	0		
AP4AHr	Ap4A hydrolase, reversible		[c] : ap4a + h2o <==> (2) adp + (2) h	Purine and Pyrimidine Biosynthesis	Cytosol	3.6.1.41	Reversible	N	1484997	0		
ADNCYC	adenylate cyclase	3',5'-cyclic AMP synthetase, adenyl cyclase, adenylylcyclase	[c] : atp --> camp + ppi	Purine and Pyrimidine Biosynthesis	Cytosol	4.6.1.1	Irreversible	N	1484813	0		
ACOAO9p	acyl-CoA oxidase (hexacanoyl-CoA), peroxisomal		[x] : hexccoa + o2 --> h2o2 + hxc2coa	Fatty Acid Degradation	Peroxisome	1.3.3.6	Irreversible	N	1457697	0	peroxisomal according to CYGD	
TRE6PP	trehalose-phosphatase		[c] : h2o + tre6p --> pi + tre	Alternate Carbon Metabolism	Cytosol	3.1.3.12	Irreversible	N	224283	0	rxn catalyzed by TPS2 subunit	
TREHv	alpha,alpha-trehalase (vacuolar)		[v] : h2o + tre --> (2) glc-D	Alternate Carbon Metabolism	Vacuole	3.2.1.28	Irreversible	N	1437562	0	vacuolar according to CYGD	
DGDPtn	dGDP nuclear transport		dgdp[c] <==> dgdp[n]	Transport, Nuclear	Cytosol, Nucleus		Reversible	Y	1471772	0	molecules less than 9nm or 60kDa can pass thru nuclear pores by passive diffusion. Allen et al, J Cell Sci 2000//	
PUNP1	purine-nucleoside phosphorylase (Adenosine)		[c] : adn + pi <==> ade + r1p	Nucleotide Salvage Pathway	Cytosol	2.4.2.1	Reversible	N	144919	0		
CERS2'26	Ceramide-2' synthase (26C)		[c] : cer1_26 + h + nadph + o2 --> cer2'_26 + h2o + nadp	Sphingolipid Metabolism	Cytosol		Irreversible	N	1513708	0	added according to Dickinson book	
ALCD2x	alcohol dehydrogenase (ethanol)		[c] : etoh + nad <==> acald + h + nadh	Pyruvate Metabolism	Cytosol	1.1.1.1	Reversible	N	137041	0		
PMPK	phosphomethylpyrimidine kinase		[c] : 4ampm + atp --> 2mahmp + adp	Thiamine Metabolism	Cytosol	2.7.4.7	Irreversible	N	199838	0		
FAS80COA_L	fatty acyl-CoA synthase (n-C8:0CoA), lumped reaction		[c] : accoa + (9) h + (3) malcoa + (6) nadph --> (3) co2 + (3) coa + (3) h2o + (6) nadp + occoa	Fatty Acid  Biosynthesis	Cytosol	2.3.1.86	Irreversible	N	1453491	0		
PC	pyruvate carboxylase		[c] : atp + hco3 + pyr --> adp + h + oaa + pi	Anaplerotic reactions	Cytosol	6.4.1.1	Irreversible	N	135846	0		
SERt2m	serine mitochondrial transport via proton symport		h[c] + ser-L[c] <==> h[m] + ser-L[m]	Transport, Mitochondrial	Cytosol, Mitochondria		Reversible	Y	1459124	0		
PDE4	3',5'-cyclic-nucleotide phosphodiesterase		[c] : 35cgmp + h2o --> gmp + h	Purine and Pyrimidine Biosynthesis	Cytosol	3.1.4.17	Irreversible	N	1485396	0		
NDPK5	nucleoside-diphosphate kinase (ATP:dGDP)		[c] : atp + dgdp <==> adp + dgtp	Nucleotide Salvage Pathway	Cytosol	2.7.4.6	Reversible	N	144819	0		
PIt2r	phosphate reversible transport via symport		h[e] + pi[e] <==> h[c] + pi[c]	Transport, Extracellular	Cytosol, Extra-organism		Reversible	Y	1441927	0		
ATPM	ATP maintenance requirement		[c] : atp + h2o --> adp + h + pi	Nucleotide Salvage Pathway	Cytosol		Irreversible	N	245454	0		
ASNTRSm	asparaginyl-tRNA synthetase, miotchondrial		[m] : asn-L + atp + trnaasn --> amp + asntrna + ppi	Asparagine metabolism	Mitochondria	6.1.1.22	Irreversible	N	1447903	0		
LYSt2r	L-lysine reversible transport via proton symport		h[e] + lys-L[e] <==> h[c] + lys-L[c]	Transport, Extracellular	Cytosol, Extra-organism		Reversible	Y	1446920	0		
POLYAO2	poylamine oxidase		[c] : N1sprm + h2o + o2 --> N1aspmd + aproa + h2o2	Tyrosine, Tryptophan, and Phenylalanine Metabolism	Cytosol	1.5.3.11	Irreversible	N	1445832	0		
H2Otm	H2O transport, mitochondrial		h2o[c] <==> h2o[m]	Transport, Mitochondrial	Cytosol, Mitochondria		Reversible	Y	331630	0		
SUCCtm	succinate transport, mitochondrial		pi[m] + succ[c] --> pi[c] + succ[m]	Transport, Mitochondrial	Cytosol, Mitochondria		Irreversible	Y	1441139	0		
NTD9	5'-nucleotidase (GMP)		[c] : gmp + h2o --> gsn + pi	Nucleotide Salvage Pathway	Cytosol	3.1.3.5	Irreversible	N	143971	0		
FA240tp	fatty acid peroxisomal transport		ttc[c] --> ttc[x]	Transport, Peroxisomal	Cytosol, Peroxisome		Irreversible	Y	1459851	0		
PHETRSm	phenylalanyl-tRNA synthetase, mitochondrial		[m] : atp + phe-L + trnaphe --> amp + phetrna + ppi	Tyrosine, Tryptophan, and Phenylalanine Metabolism	Mitochondria	6.1.1.20	Irreversible	N	1447966	0		
MTHFD2 [deleted 07/26/2004  02:31:41 PM]	methylenetetrahydrofolate dehydrogenase (NAD)		[c] : mlthf + nad --> h + methf + nadh	Folate Metabolism	Cytosol	1.5.1.15	Irreversible	N	1553277	0		
SHKK	shikimate kinase		[c] : atp + skm --> adp + h + skm5p	Tyrosine, Tryptophan, and Phenylalanine Metabolism	Cytosol	2.7.1.71	Irreversible	N	140223	0		
UREA2t2	urea reversible transport via proton symport (2 H+)		(2) h[e] + urea[e] <==> (2) h[c] + urea[c]	Transport, Extracellular	Cytosol, Extra-organism		Reversible	Y	1449441	0		
ETOHt	ethanol reversible transport		etoh[e] <==> etoh[c]	Transport, Extracellular	Cytosol, Extra-organism		Reversible	Y	1441921	0		
PI45BPP_SC	1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase, yeast-specific		[c] : h2o + (0.01) ptd145bp_SC --> (0.01) 12dgr_SC + h + mi145p	Phospholipid Biosynthesis	Cytosol	3.1.4.11	Irreversible	N	1531513	0		
FA180ACPH	fatty-acyl-ACP hydrolase		[c] : h2o + ocdcaACP <==> ACP + h + ocdca	Fatty Acid  Biosynthesis	Cytosol	3.1.2.14	Reversible	N	1512320	0	another enzymatic function of FAS (CYGD)	
HACD8p	3-hydroxyacyl-CoA dehydrogenase (3-oxooctadecanoyl-CoA), peroxisomal		[x] : 3ohodcoa + h + nadh <==> 3hodcoa + nad	Fatty Acid Degradation	Peroxisome	1.1.1.35	Reversible	N	1452168	0	peroxisomal according to CYGD	
RNDR2n	ribonucleoside-diphosphate reductase (GDP), nuclear		[n] : gdp + trdrd --> dgdp + h2o + trdox	Nucleotide Salvage Pathway	Nucleus	1.17.4.1	Irreversible	N	1442631	0		
GLYt2m	glycine mitochondrial transport via proton symport		gly[c] + h[c] <==> gly[m] + h[m]	Transport, Mitochondrial	Cytosol, Mitochondria		Reversible	Y	1459092	0		
HISt2r	L-histidine reversible transport via proton symport		h[e] + his-L[e] <==> h[c] + his-L[c]	Transport, Extracellular	Cytosol, Extra-organism		Reversible	Y	1446865	0		
TYRTAp	tyrosine transaminase, peroxisomal		[x] : akg + tyr-L <==> 34hpp + glu-L	Tyrosine, Tryptophan, and Phenylalanine Metabolism	Peroxisome	2.6.1.5	Reversible	N	1445844	0		
EHGLAT	L-erythro-4-Hydroxyglutamate:2-oxoglutarate aminotransferase		[c] : akg + e4hglu --> 4h2oglt + glu-L	Arginine and Proline Metabolism	Cytosol	2.6.1.1	Irreversible	N	1447470	0	additional enzymatic function of Aat2 (KEGG)	
TYRTA	tyrosine transaminase	L-phenylalanine 2-oxoglutarate aminotransferase, L-tyrosine aminotransferase, glutamic phenylpyruvic aminotransferase, glutamic-hydroxyphenylpyruvic transaminase, phenylalanine aminotransferase, phenylalanine transaminase, phenylalanine-alpha-ketoglutarate transaminase, phenylpyruvate transaminase, phenylpyruvic acid transaminase, tyrosine aminotransferase, tyrosine-2-ketoglutarate aminotransferase, tyrosine-alpha-ketoglutarate aminotransferase, tyrosine-alpha-ketoglutarate transaminase	[c] : akg + tyr-L <==> 34hpp + glu-L	Tyrosine, Tryptophan, and Phenylalanine Metabolism	Cytosol	2.6.1.5	Reversible	N	139945	0		
RBFKm	riboflavin kinase, mitochondrial		[m] : atp + ribflv --> adp + fmn + h	Riboflavin Metabolism	Mitochondria	2.7.1.26	Irreversible	N	1448663	0		
SPHPL	sphinganine phosphate lyase	dihydrosphingosine phosphate lyase	[c] : sph1p --> ethamp + hxdcal	Sphingolipid Metabolism	Cytosol		Irreversible	N	1485911	0		
C3STKR1	C-3 sterol keto reductase (4-methylzymosterol)		[c] : 4mzym_int2 + h + nadph --> 4mzym + nadp	Sterol Biosynthesis	Cytosol		Irreversible	N	1454794	0	tethered to cytosolic-side of ER membrane by ERG28 (CYGD)	
NNDPR	nicotinate-nucleotide diphosphorylase (carboxylating)		[c] : (2) h + prpp + quln --> co2 + nicrnt + ppi	NAD Biosynthesis	Cytosol	2.4.2.19	Irreversible	N	214236	0		
SLCBK1	sphingolipid long chain base kinase (sphinganine)		[c] : atp + sphgn --> adp + h + sph1p	Sphingolipid Metabolism	Cytosol		Irreversible	N	1486062	0		
IPPMIa	3-isopropylmalate dehydratase		[c] : 3c2hmp <==> 2ippm + h2o	Valine, Leucine, and Isoleucine Metabolism	Cytosol	4.2.1.33	Reversible	N	139505	0		
FAS140COA	fatty-acyl-CoA synthase (n-C14:0CoA)		[c] : ddcacoa + (3) h + malcoa + (2) nadph --> co2 + coa + h2o + (2) nadp + tdcoa	Fatty Acid  Biosynthesis	Cytosol	2.3.1.86	Irreversible	N	1453581	0		
TMDPPK	thiamine-diphosphate kinase		[c] : atp + thmpp --> adp + thmtp	Thiamine Metabolism	Cytosol	2.7.4.15	Irreversible	N	1512858	0		
RNTR2	ribonucleoside-triphosphate reductase (GTP)		[c] : gtp + trdrd --> dgtp + h2o + trdox	Nucleotide Salvage Pathway	Cytosol	1.17.4.2	Irreversible	N	145320	0		
HISTRS	Histidyl-tRNA synthetase		[c] : atp + his-L + trnahis --> amp + histrna + ppi	Histidine Metabolism	Cytosol	6.1.1.21	Irreversible	N	227866	0		
SERPT	serine C-palmitoyltransferase		[c] : h + pmtcoa + ser-L --> 3dsphgn + co2 + coa	Sphingolipid Metabolism	Cytosol	2.3.1.50	Irreversible	N	1453308	0		
CHTNS	chitin synthase		[c] : udpacgal --> chitin + h + udp	Glutamate metabolism	Cytosol	2.4.1.16	Irreversible	N	1529954	2		
CITtbm	citrate transport, mitochondrial		cit[c] + pep[m] <==> cit[m] + pep[c]	Transport, Mitochondrial	Cytosol, Mitochondria		Reversible	Y	331646	0		
AKP1	alkaline phosphatase (Dihydroneopterin)		[c] : ahdt + (3) h2o --> dhnpt + (2) h + (3) pi	Folate Metabolism	Cytosol	3.1.3.1	Irreversible	N	200249	0		
TYRTAm	tyrosine transaminase, mitochondrial		[m] : akg + tyr-L <==> 34hpp + glu-L	Tyrosine, Tryptophan, and Phenylalanine Metabolism	Mitochondria	2.6.1.5	Reversible	N	1445839	0		
FAS140ACPm	fatty-acyl-ACP synthase (n-C14:0ACP), mitochondrial		[m] : ddcaACP + (3) h + malACP + (2) nadph --> ACP + co2 + h2o + myrsACP + (2) nadp	Fatty Acid  Biosynthesis	Mitochondria		Irreversible	N	1513042	0		
DADPtn	DADP nuclear transport		dadp[c] <==> dadp[n]	Transport, Nuclear	Cytosol, Nucleus		Reversible	Y	1471760	0	molecules less than 9nm or 60kDa can pass thru nuclear pores by passive diffusion. Allen et al, J Cell Sci 2000//	
NTD6	5'-nucleotidase (dAMP)		[c] : damp + h2o --> dad-2 + pi	Nucleotide Salvage Pathway	Cytosol	3.1.3.5	Irreversible	N	143876	0		
PIt2p	phosphate peroxisomal transport via proton symport		h[c] + pi[c] <==> h[x] + pi[x]	Transport, Peroxisomal	Cytosol, Peroxisome		Reversible	Y	1488664	0		
OMPHHX6m	2-octaprenyl-6-methoxyphenol hydroxylase, mitochondrial		[m] : 2omph_5 + (0.5) o2 --> 2ombzl_5	Quinone Biosynthesis	Mitochondria		Irreversible	N	1449707	0		
ARGSL	argininosuccinate lyase		[c] : argsuc <==> arg-L + fum	Arginine and Proline Metabolism	Cytosol	4.3.2.1	Reversible	N	138693	0		
PRASCS	phosphoribosylaminoimidazolesuccinocarboxamide synthase		[c] : 5aizc + asp-L + atp <==> 25aics + adp + h + pi	Purine and Pyrimidine Biosynthesis	Cytosol	6.3.2.6	Reversible	N	1530036	0		
DPR	2-dehydropantoate 2-reductase	2-ketopantoate reductase, 2-ketopantoic acid reductase, 2-oxopantoate reductase, ketopantoate reductase, ketopantoic acid reductase	[c] : 2dhp + h + nadph --> nadp + pant-R	Pantothenate and CoA Biosynthesis	Cytosol	1.1.1.169	Irreversible	N	200609	0		
C14STR	C-14 sterol reductase		[c] : 44mctr + h + nadph --> 44mzym + nadp	Sterol Biosynthesis	Cytosol		Irreversible	N	1454742	0	ER integral membrane protein (CYGD); assume catalytic domain faces cytosol	
CERS224	Ceramide-2 synthase (24C)		[c] : psphings + ttccoa --> cer2_24 + coa + h	Sphingolipid Metabolism	Cytosol		Irreversible	N	1530085	0		
FUMAC	fumarylacetoacetase	beta-diketonase, fumarylacetoacetate hydrolase	[c] : 4fumacac + h2o --> acac + fum + h	Tyrosine, Tryptophan, and Phenylalanine Metabolism	Cytosol	3.7.1.2	Irreversible	N	1485440	0		
LCADm	lactaldehyde dehydrogenase, mitochondrial		[m] : h2o + lald-L + nad <==> (2) h + lac-L + nadh	Other Amino Acid Metabolism	Mitochondria	1.2.1.21	Reversible	N	1445867	0		
GLNS	glutamine synthetase		[c] : atp + glu-L + nh4 --> adp + gln-L + h + pi	Glutamine Metabolism	Cytosol	6.3.1.2	Irreversible	N	1529215	0		
TRPO2	L-Tryptophan:oxygen 2,3-oxidoreductase (decyclizing)		[c] : o2 + trp-L --> Lfmkynr	Tyrosine, Tryptophan, and Phenylalanine Metabolism	Cytosol	1.13.11.11	Irreversible	N	1445553	0		
DGSNt2	deoxyguanosine transport in via proton symport		dgsn[e] + h[e] --> dgsn[c] + h[c]	Transport, Extracellular	Cytosol, Extra-organism		Irreversible	Y	218379	0		
ALLTAHr	Allantoate amidinohydrolase, reversible	allantoicase	[c] : alltt + h2o <==> urdglyc + urea	Histidine Metabolism	Cytosol	3.5.3.4	Reversible	N	1483571	0		
E4HGLUtp	L-erythro-4-hydroxyglutamate peroxisomal transport via diffusion		e4hglu[c] <==> e4hglu[x]	Transport, Peroxisomal	Cytosol, Peroxisome		Reversible	Y	1447744	0		
ACRNtm	O-acetylcarnintine transport into mitochondria via diffusion		acrn[c] --> acrn[m]	Transport, Mitochondrial	Cytosol, Mitochondria		Irreversible	Y	1446795	0		
INDPYRD	Indole-3-pyruvate decarboxylase		[c] : h + indpyr <==> co2 + id3acald	Tyrosine, Tryptophan, and Phenylalanine Metabolism	Cytosol	4.1.1.74	Reversible	N	1486034	0		
PYNP2r	pyrimidine-nucleoside phosphorylase (uracil)		[c] : pi + uri <==> r1p + ura	Nucleotide Salvage Pathway	Cytosol	2.4.2.2	Reversible	N	1441561	0		
DADNt2	deoxyadenosine transport in via proton symport		dad-2[e] + h[e] --> dad-2[c] + h[c]	Transport, Extracellular	Cytosol, Extra-organism		Irreversible	Y	218354	0		
DURIK1	deoxyuridine kinase (ATP:Deoxyuridine)		[c] : atp + duri --> adp + dump + h	Purine and Pyrimidine Biosynthesis	Cytosol		Irreversible	N	145439	0		
CRNCARtm	carnithine-acetylcarnithine carrier, mitochondrial		acrn[c] + crn[m] --> acrn[m] + crn[c]	Transport, Mitochondrial	Cytosol, Mitochondria		Irreversible	Y	1446659	0		
ORNt2r	orntithine reversible transport in via proton symport		h[e] + orn[e] <==> h[c] + orn[c]	Transport, Extracellular	Cytosol, Extra-organism		Reversible	Y	1446933	0		
CYTK2	cytidylate kinase (dCMP)		[c] : atp + dcmp <==> adp + dcdp	Nucleotide Salvage Pathway	Cytosol	2.7.4.14	Reversible	N	144349	0		
ASPt2m	aspartate mitochondrial transport via proton symport		asp-L[c] + h[c] <==> asp-L[m] + h[m]	Transport, Mitochondrial	Cytosol, Mitochondria		Reversible	Y	1457961	0		
LYSTRS	Lysyl-tRNA synthetase		[c] : atp + lys-L + trnalys --> amp + lystrna + ppi	Threonine and Lysine Metabolism	Cytosol	6.1.1.6	Irreversible	N	227834	0		
FA161tp	fatty acid peroxisomal transport		hdcea[c] --> hdcea[x]	Transport, Peroxisomal	Cytosol, Peroxisome		Irreversible	Y	1459898	0		
HCO3Em	HCO3 equilibration reaction		[m] : co2 + h2o <==> h + hco3	--	Mitochondria		Reversible	N	1300343	0		
INSt2	inosine transport in via proton symport		h[e] + ins[e] --> h[c] + ins[c]	Transport, Extracellular	Cytosol, Extra-organism		Irreversible	Y	218424	0		
PYRDC	pyruvate decarboxylase		[c] : h + pyr --> acald + co2	Pyruvate Metabolism	Cytosol	4.1.1.1	Irreversible	N	225923	0		
VALTRS	Valyl-tRNA synthetase		[c] : atp + trnaval + val-L --> amp + ppi + valtrna	Valine, Leucine, and Isoleucine Metabolism	Cytosol	6.1.1.9	Irreversible	N	227743	0		
BTNt2i	Biotin uptake		btn[e] + h[e] --> btn[c] + h[c]	Transport, Extracellular	Cytosol, Extra-organism		Irreversible	Y	1507303	0		
GLYK	glycerol kinase		[c] : atp + glyc --> adp + glyc3p + h	Glycerolipid Metabolism	Cytosol	2.7.1.30	Irreversible	N	137504	0		
PAK_SC	phosphatidate kinase, yeast-specific		[c] : atp + (0.01) pa_SC --> adp + (0.01) dagpy_SC	Phospholipid Biosynthesis	Cytosol		Irreversible	N	1572399	0		
ALATA_L	L-alanine transaminase		[c] : akg + ala-L <==> glu-L + pyr	Alanine and Aspartate Metabolism	Cytosol	2.6.1.2	Reversible	N	138493	0		
C3STDH2	C-3 sterol dehydrogenase (zymosterol)		[c] : nad + zym_int1 --> co2 + h + nadh + zym_int2	Sterol Biosynthesis	Cytosol	5.3.3.1	Irreversible	N	1516784	0	tethered to cytosolic-side of ER membrane by ERG28 (CYGD)	
GALt2	D-galactose transport in via proton symport		gal[e] + h[e] --> gal[c] + h[c]	Transport, Extracellular	Cytosol, Extra-organism		Irreversible	Y	223206	0		
D-LACtm	D-lactate transport, mitochondrial		h[c] + lac-D[c] <==> h[m] + lac-D[m]	Transport, Mitochondrial	Cytosol, Mitochondria		Reversible	Y	1441480	0		
TYRTAi	tyrosine transaminase, irreversible		[c] : 34hpp + glu-L --> akg + tyr-L	Tyrosine, Tryptophan, and Phenylalanine Metabolism	Cytosol	2.6.1.5	Irreversible	N	1445855	0		
FAS240_L	fatty acid synthase (n-C24:0), lumped reaction		[c] : (9) h + (3) malcoa + (6) nadph + ocdca --> (3) co2 + (3) coa + (3) h2o + (6) nadp + ttc	Fatty Acid  Biosynthesis	Cytosol	2.3.1.85	Irreversible	N	1459802	0		
ASPOcm [deleted 07/26/2004  03:18:26 PM]	aspartate oxidase		asp-L[c] + fad[m] --> fadh2[m] + iasp[c]	Folate Metabolism	Cytosol, Mitochondria		Irreversible	Y	1449366	0		
CMPtm	CMP transport, diffusion, mitochondrial		cmp[c] <==> cmp[m]	Transport, Mitochondrial	Cytosol, Mitochondria		Reversible	Y	1446783	0		
TALA	transaldolase		[c] : g3p + s7p <==> e4p + f6p	Pentose Phosphate Pathway	Cytosol	2.2.1.2	Reversible	N	134966	0		
UMPK	UMP kinase	ATP:UMP-CMP phosphotransferase, CMP kinase, CTP:CMP phosphotransferase, UMP-CMP kinase, cytidylate kinase, dCMP kinase, deoxycytidine monophosphokinas, deoxycytidylate kinase, pyrimidine nucleoside monophos	[c] : atp + ump <==> adp + udp	Nucleotide Salvage Pathway	Cytosol	2.7.4.14	Reversible	N	144378	0	URA6 subcellular location 80% cytoplasmic and 20% nuclear (CYGD)	
