Species, Gene
SAC, SACOL0175 SACOL0178 SACOL0224 SACOL0229 SACOL0230 SACOL0250 SACOL0401 SACOL0402 SACOL0516 SACOL1457 SACOL1775 SACOL2146 SACOL2148 SACOL2181(lacE) SACOL2182(lacF) SACOL2316 SACOL2376 SACOL2552 SACOL2663
SAX, USA300HOU_0203 USA300HOU_0206 USA300HOU_0252 USA300HOU_0256 USA300HOU_0257 USA300HOU_0276 USA300HOU_0351 USA300HOU_0352 USA300HOU_0474(treP) USA300HOU_0723(fruA) USA300HOU_1359 USA300HOU_1715 USA300HOU_2146(mtlF) USA300HOU_2148(mtlA) USA300HOU_2183(lacE) USA300HOU_2184(lacF) USA300HOU_2303 USA300HOU_2362(scrA) USA300HOU_2530(ptsG) USA300HOU_2641
SAA, SAUSA300_0191(ptsG) SAUSA300_0194 SAUSA300_0236 SAUSA300_0239 SAUSA300_0240 SAUSA300_0259 SAUSA300_0331 SAUSA300_0332 SAUSA300_0448(treP) SAUSA300_0685(fruA) SAUSA300_1315(crr) SAUSA300_1672(nagE) SAUSA300_2105(mtlF) SAUSA300_2107(mtlA) SAUSA300_2150(lacE) SAUSA300_2151(lacF) SAUSA300_2270(glvC) SAUSA300_2324 SAUSA300_2476(ptsG) SAUSA300_2576
SAO, SAOUHSC_00155 SAOUHSC_00158 SAOUHSC_00209 SAOUHSC_00214 SAOUHSC_00215 SAOUHSC_00235 SAOUHSC_00311 SAOUHSC_00312 SAOUHSC_00437 SAOUHSC_00708 SAOUHSC_01430 SAOUHSC_01836 SAOUHSC_02400 SAOUHSC_02402 SAOUHSC_02450 SAOUHSC_02451 SAOUHSC_02597 SAOUHSC_02661 SAOUHSC_02662 SAOUHSC_02848 SAOUHSC_02975
SAE, NWMN_0133(glcA) NWMN_0136 NWMN_0177 NWMN_0180 NWMN_0181 NWMN_0199 NWMN_0323 NWMN_0324 NWMN_0438(treP) NWMN_0669(fruA) NWMN_1333 NWMN_1619 NWMN_2057(mtlF) NWMN_2059(mtlA) NWMN_2094(lacE) NWMN_2095(lacF) NWMN_2224 NWMN_2279 NWMN_2437(ptsG) NWMN_2540
SAD, SAAV_0158 SAAV_0161 SAAV_0208 SAAV_0211 SAAV_0212 SAAV_0298 SAAV_0299 SAAV_0417 SAAV_0662 SAAV_1405 SAAV_1736 SAAV_2210 SAAV_2212 SAAV_2251(lacE) SAAV_2252(lacF) SAAV_2385 SAAV_2443 SAAV_2604 SAAV_2711
SAB, SAB0129c(glcA) SAB0132 SAB0181c SAB0184 SAB0185 SAB0204 SAB0279c SAB0280c SAB0423 SAB0649(fruA) SAB1277c SAB1584c SAB2036(mtlA) SAB2038(mtlF) SAB2071c(lacE) SAB2072c(lacF) SAB2200c SAB2257c(scrA) SAB2412c(glcB) SAB2516
SEP, SE0472 SE1115 SE1403 SE1782 SE1783 SE1890 SE1897 SE1959 SE2102 SE2228
SER, SERP0359(fruA) SERP0998 SERP1290 SERP1790(lacE) SERP1791(lacF) SERP1900 SERP1909 SERP1968 SERP2114 SERP2260
SHA, SH0188 SH0190 SH0233(mtlA) SH0235(mtlF) SH0358(ptsG) SH0521(ptsG) SH0671(scrA) SH0732(glvC) SH0741 SH0846(lacF) SH0847(lacE) SH1198(ptaA) SH1484 SH2194(fruA) SH2538(treP)
SSP, SSP0123 SSP0124 SSP0234 SSP0240 SSP0241 SSP0336 SSP0512 SSP0583 SSP0594 SSP0726 SSP0728 SSP1037 SSP1317 SSP2017 SSP2282
SCA, Sca_0108 Sca_0109 Sca_0348(fruA) Sca_0667(lacF) Sca_0668(lacE) Sca_0999(glcA) Sca_1000(glcB) Sca_1066(crr) Sca_1332 Sca_1658(mtlA) Sca_1660(mtlF) Sca_1696 Sca_2138 Sca_2321 Sca_2322 Sca_2440(fruA)
SLG, SLGD_00052 SLGD_00055 SLGD_00161 SLGD_00218 SLGD_00238 SLGD_00285 SLGD_00286 SLGD_00381 SLGD_00614 SLGD_00707 SLGD_00714 SLGD_00829 SLGD_00830 SLGD_01205 SLGD_01515 SLGD_01528 SLGD_01529 SLGD_02129 SLGD_02441
SSD, SPSINT_0093 SPSINT_0136 SPSINT_0246 SPSINT_0414 SPSINT_1087 SPSINT_1134 SPSINT_1561 SPSINT_1562 SPSINT_1819 SPSINT_1821 SPSINT_1854 SPSINT_1855 SPSINT_2052 SPSINT_2199 SPSINT_2271 SPSINT_2272 SPSINT_2349 SPSINT_2352 SPSINT_2355
LMO, lmo0021 lmo0022 lmo0027 lmo0096 lmo0299 lmo0301 lmo0357 lmo0358 lmo0374 lmo0398 lmo0399 lmo0426 lmo0427 lmo0503 lmo0507 lmo0542 lmo0543 lmo0631 lmo0633 lmo0738 lmo0783 lmo0784 lmo0874 lmo0875 lmo0914 lmo0916 lmo1017 lmo1035 lmo1095 lmo1255 lmo1719 lmo1720 lmo1972 lmo1973 lmo1997 lmo2002 lmo2097 lmo2098 lmo2136 lmo2137 lmo2259 lmo2335(fruA) lmo2373 lmo2650 lmo2651 lmo2666 lmo2667 lmo2683 lmo2685 lmo2733 lmo2762 lmo2765 lmo2772 lmo2780 lmo2782 lmo2787(bvrB) lmo2797 lmo2799
LMF, LMOf2365_0024 LMOf2365_0025 LMOf2365_0030 LMOf2365_0113(manL) LMOf2365_0320 LMOf2365_0322 LMOf2365_0390 LMOf2365_0442 LMOf2365_0443 LMOf2365_0532 LMOf2365_0536 LMOf2365_0571(srlB) LMOf2365_0572(srlE) LMOf2365_0660 LMOf2365_0662 LMOf2365_0893 LMOf2365_0894 LMOf2365_0936 LMOf2365_0938 LMOf2365_1038 LMOf2365_1056 LMOf2365_1109 LMOf2365_1272(treB) LMOf2365_1681 LMOf2365_1743 LMOf2365_1744 LMOf2365_2020 LMOf2365_2025 LMOf2365_2129 LMOf2365_2130 LMOf2365_2292 LMOf2365_2305 LMOf2365_2344 LMOf2365_2622 LMOf2365_2623 LMOf2365_2646 LMOf2365_2647 LMOf2365_2663 LMOf2365_2665 LMOf2365_2720 LMOf2365_2752 LMOf2365_2755 LMOf2365_2762 LMOf2365_2771 LMOf2365_2773 LMOf2365_2785 LMOf2365_2787(mtlA)
LMH, LMHCC_0226 LMHCC_0271 LMHCC_0283 LMHCC_0408 LMHCC_0409 LMHCC_0451 LMHCC_0452 LMHCC_0558 LMHCC_0563 LMHCC_0842 LMHCC_0843 LMHCC_1318(treP) LMHCC_1538 LMHCC_1604 LMHCC_1706 LMHCC_1708 LMHCC_1751 LMHCC_1752 LMHCC_1850 LMHCC_1851 LMHCC_2088 LMHCC_2089 LMHCC_2133 LMHCC_2137 LMHCC_2212 LMHCC_2213 LMHCC_2237 LMHCC_2238 LMHCC_2262 LMHCC_2274 LMHCC_2275 LMHCC_2329 LMHCC_2331 LMHCC_2532 LMHCC_2637 LMHCC_2642 LMHCC_2643 LMHCC_2726 LMHCC_2728 LMHCC_2740 LMHCC_2742 LMHCC_2758 LMHCC_2761 LMHCC_2800 LMHCC_2851 LMHCC_2853 LMHCC_2867 LMHCC_2868 LMHCC_2883 LMHCC_2884
LMC, Lm4b_00024 Lm4b_00025 Lm4b_00030 Lm4b_00099 Lm4b_00327 Lm4b_00329 Lm4b_00376 Lm4b_00377 Lm4b_00393 Lm4b_00422 Lm4b_00423 Lm4b_00446 Lm4b_00447 Lm4b_00525 Lm4b_00529 Lm4b_00568 Lm4b_00569 Lm4b_00798 Lm4b_00799 Lm4b_00892 Lm4b_00893 Lm4b_00934 Lm4b_00936 Lm4b_01037 Lm4b_01055 Lm4b_01108 Lm4b_01265 Lm4b_01670 Lm4b_01733 Lm4b_01734 Lm4b_02009 Lm4b_02014 Lm4b_02118 Lm4b_02119 Lm4b_02160 Lm4b_02161 Lm4b_02286 Lm4b_02299(fruA) Lm4b_02327b Lm4b_02328 Lm4b_02343 Lm4b_02616 Lm4b_02617 Lm4b_02639 Lm4b_02640 Lm4b_02656 Lm4b_02658 Lm4b_02707 Lm4b_02737 Lm4b_02740 Lm4b_02747 Lm4b_02756 Lm4b_02758 Lm4b_02770 Lm4b_02772
LMN, LM5578_0060 LM5578_0062 LM5578_0072(bvrB) LM5578_0077 LM5578_0079 LM5578_0086 LM5578_0093 LM5578_0096 LM5578_0126 LM5578_0175 LM5578_0177 LM5578_0193 LM5578_0194 LM5578_0209 LM5578_0210 LM5578_0345 LM5578_0347 LM5578_0392 LM5578_0393 LM5578_0408 LM5578_0432 LM5578_0433 LM5578_0459 LM5578_0460 LM5578_0526 LM5578_0530 LM5578_0570 LM5578_0571 LM5578_0659 LM5578_0661 LM5578_0818 LM5578_0863 LM5578_0864 LM5578_0954 LM5578_0955 LM5578_0995 LM5578_0997 LM5578_1099 LM5578_1117 LM5578_1178 LM5578_1393 LM5578_1919 LM5578_1920 LM5578_2173 LM5578_2174 LM5578_2199 LM5578_2204 LM5578_2299 LM5578_2300 LM5578_2339 LM5578_2340 LM5578_2461 LM5578_2533(fruA) LM5578_2572 LM5578_2922 LM5578_2995 LM5578_3000 LM5578_3001
LMY, LM5923_0060 LM5923_0062 LM5923_0072(bvrB) LM5923_0077 LM5923_0079 LM5923_0086 LM5923_0093 LM5923_0096 LM5923_0126 LM5923_0175 LM5923_0177 LM5923_0193 LM5923_0194 LM5923_0209 LM5923_0210 LM5923_0344 LM5923_0346 LM5923_0391 LM5923_0392 LM5923_0407 LM5923_0431 LM5923_0432 LM5923_0458 LM5923_0459 LM5923_0525 LM5923_0529 LM5923_0569 LM5923_0570 LM5923_0658 LM5923_0660 LM5923_0773 LM5923_0818 LM5923_0819 LM5923_0908 LM5923_0909 LM5923_0949 LM5923_0951 LM5923_1053 LM5923_1071 LM5923_1132 LM5923_1346 LM5923_1870 LM5923_1871 LM5923_2124 LM5923_2125 LM5923_2150 LM5923_2155 LM5923_2250 LM5923_2251 LM5923_2290 LM5923_2291 LM5923_2412 LM5923_2483(fruA) LM5923_2522 LM5923_2871 LM5923_2944 LM5923_2949 LM5923_2950
LIN, lin0020 lin0021 lin0026 lin0143 lin0327 lin0329 lin0376 lin0377 lin0393 lin0421 lin0422 lin0446 lin0503 lin0507 lin0546 lin0547 lin0776 lin0777 lin0872 lin0873 lin0914 lin0917 lin1016 lin1080 lin1223 lin1830 lin1831 lin2105 lin2110 lin2201 lin2202 lin2241 lin2242 lin2360 lin2429 lin2457 lin2458 lin2472 lin2799 lin2800 lin2815 lin2816 lin2831 lin2833 lin2905 lin2908 lin2929 lin2931
LWE, lwe0024 lwe0025 lwe0030 lwe0082 lwe0269 lwe0274 lwe0276 lwe0278 lwe0279 lwe0314 lwe0315 lwe0330 lwe0346 lwe0348 lwe0362 lwe0363 lwe0386 lwe0387 lwe0512(srlB) lwe0513(srlE) lwe0598 lwe0600 lwe0742(manX) lwe0743 lwe1001 lwe1070 lwe1274(treB) lwe1676 lwe1736 lwe1737 lwe2017 lwe2022 lwe2118 lwe2119 lwe2155 lwe2156 lwe2274 lwe2287(fruA) lwe2322 lwe2599 lwe2600 lwe2615 lwe2616 lwe2632 lwe2634 lwe2709 lwe2712 lwe2719 lwe2726 lwe2728
LSG, lse_0022 lse_0091(manL) lse_0100(malP) lse_0305 lse_0313 lse_0314 lse_0323 lse_0682 lse_0683 lse_0775 lse_0776 lse_0918 lse_0985 lse_1171(treB) lse_1528 lse_1530 lse_1579 lse_1690 lse_1691 lse_1979(manX) lse_1984 lse_2087 lse_2088 lse_2125 lse_2126 lse_2238 lse_2251(fruA) lse_2279 lse_2554 lse_2555 lse_2570 lse_2571 lse_2589 lse_2591 lse_2674 lse_2677
LSP, Bsph_1871 Bsph_1872 Bsph_2347 Bsph_3893 Bsph_3894
ESI, Exig_0506 Exig_1058 Exig_1333 Exig_1449 Exig_1719 Exig_1720 Exig_2308 Exig_2497 Exig_2706 Exig_2910 Exig_2912
EAT, EAT1b_0161 EAT1b_0191 EAT1b_0766 EAT1b_0939 EAT1b_0958 EAT1b_1051 EAT1b_1052 EAT1b_1142 EAT1b_1143 EAT1b_1199 EAT1b_1287 EAT1b_1392 EAT1b_1869 EAT1b_1871 EAT1b_1883 EAT1b_1884 EAT1b_1984 EAT1b_2189 EAT1b_2202 EAT1b_2203 EAT1b_2468
MCL, MCCL_0278 MCCL_0375 MCCL_0454(fruB) MCCL_1016(glcB) MCCL_1071 MCCL_1938
BBE, BBR47_00380 BBR47_00410 BBR47_56370 BBR47_56390 BBR47_56640 BBR47_56670 BBR47_58400
PJD, Pjdr2_2009 Pjdr2_2010 Pjdr2_3805 Pjdr2_6224 Pjdr2_6226
GYM, GYMC10_1141 GYMC10_1623 GYMC10_1911 GYMC10_3868 GYMC10_4037 GYMC10_4038 GYMC10_4836 GYMC10_4837 GYMC10_5052 GYMC10_6188 GYMC10_6190
PPY, PPE_00110 PPE_00251 PPE_00284 PPE_01463 PPE_01464 PPE_01619 PPE_01624 PPE_02962 PPE_03373 PPE_03540 PPE_03542 PPE_03549 PPE_03703 PPE_03718 PPE_03802 PPE_03814 PPE_03952 PPE_04735 PPE_04736 PPE_04817
PPM, PPSC2_c0112 PPSC2_c0310 PPSC2_c0339 PPSC2_c0475 PPSC2_c0476 PPSC2_c1389 PPSC2_c1789 PPSC2_c1794 PPSC2_c3342 PPSC2_c3837 PPSC2_c4043 PPSC2_c4045 PPSC2_c4053 PPSC2_c4181 PPSC2_c4198 PPSC2_c4290 PPSC2_c4293 PPSC2_c4441 PPSC2_c4451 PPSC2_c4452 PPSC2_c5247 PPSC2_c5248 PPSC2_c5349
PMS, KNP414_00269(ptsG) KNP414_00334(mtlA) KNP414_00336 KNP414_03410(fruA) KNP414_03919 KNP414_06660 KNP414_06661
AAC, Aaci_0222 Aaci_0892
LLA, L145238(yleD) L146642(yleE) L1762179(ptnAB) L185031(fruA) L18872(ptcB) L19292(ptcA) L32907(mtlF) L37338(yedE) L37906(yedF) L90678(ptbA)
LLK, LLKF_0023(mtlA) LLKF_0025(mtlF) LLKF_0465(ptcB) LLKF_0466(ptcA) LLKF_0480(yedF) LLKF_0663(scrA) LLKF_0672(bglP) LLKF_0675(bglP) LLKF_0988(fruA) LLKF_1157(yleDE) LLKF_1564(ptbA) LLKF_1781 LLKF_1868(ptnAB)
LLC, LACR_0027 LACR_0029 LACR_0465 LACR_0466 LACR_0481 LACR_0482 LACR_1033 LACR_1242 LACR_1736 LACR_1863 LACR_D01 LACR_D02
LLM, llmg_0022(mtlA) llmg_0024(mtlF) llmg_0437(ptcB) llmg_0438(ptcA) llmg_0453 llmg_0454 llmg_0729(ptnAB) llmg_0866 llmg_1045(bglP) llmg_1426 llmg_1568(fruA)
SPY, SPy_0175 SPy_0176 SPy_0572 SPy_0631(agaV) SPy_0634(agaF) SPy_0855 SPy_1057 SPy_1058 SPy_1323 SPy_1324 SPy_1710 SPy_1711 SPy_1738(manL) SPy_1815(scrA) SPy_1917(lacE) SPy_1918(lacF) SPy_1950 SPy_1952 SPy_1986 SPy_2051 SPy_2052 SPy_2097
SPZ, M5005_Spy_0149 M5005_Spy_0150 M5005_Spy_0475 M5005_Spy_0521(agaV) M5005_Spy_0662(fruA) M5005_Spy_0780 M5005_Spy_0781(ptsB) M5005_Spy_1081 M5005_Spy_1082 M5005_Spy_1400 M5005_Spy_1401 M5005_Spy_1479(manL) M5005_Spy_1542(scrA) M5005_Spy_1633(lacE) M5005_Spy_1634(lacF) M5005_Spy_1663 M5005_Spy_1664 M5005_Spy_1692 M5005_Spy_1745 M5005_Spy_1746 M5005_Spy_1784
SPM, spyM18_0174 spyM18_0175 spyM18_0641 spyM18_0696 spyM18_0698 spyM18_0914(fruA) spyM18_1034 spyM18_1035 spyM18_1333(ptcA) spyM18_1334(ptcB) spyM18_1720 spyM18_1721 spyM18_1810 spyM18_1881 spyM18_1985 spyM18_1986 spyM18_2017 spyM18_2018 spyM18_2050(ptsG) spyM18_2113 spyM18_2114 spyM18_2155
SPG, SpyM3_0136 SpyM3_0137 SpyM3_0404 SpyM3_0445(agaV) SpyM3_0447(agaF) SpyM3_0580(fruA) SpyM3_0741 SpyM3_0742 SpyM3_1002 SpyM3_1003 SpyM3_1487 SpyM3_1488 SpyM3_1511(manL) SpyM3_1569(scrA) SpyM3_1654(lacE) SpyM3_1655(lacF) SpyM3_1679 SpyM3_1680 SpyM3_1708 SpyM3_1751 SpyM3_1752 SpyM3_1786
SPS, SPs0139 SPs0140 SPs0298 SPs0356 SPs0379 SPs0380 SPs0855 SPs0856 SPs0942 SPs0943 SPs1274 SPs1409 SPs1410 SPs1451 SPs1652 SPs1653 SPs1681 SPs1682 SPs1708 SPs1749 SPs1750 SPs1783
SPH, MGAS10270_Spy0151 MGAS10270_Spy0152 MGAS10270_Spy0469 MGAS10270_Spy0516(agaV) MGAS10270_Spy0518 MGAS10270_Spy0721(fruA) MGAS10270_Spy0896 MGAS10270_Spy0897(ptsB) MGAS10270_Spy1137 MGAS10270_Spy1138 MGAS10270_Spy1521 MGAS10270_Spy1522 MGAS10270_Spy1546(manL) MGAS10270_Spy1609(scrA) MGAS10270_Spy1702(lacE) MGAS10270_Spy1703(lacF) MGAS10270_Spy1731 MGAS10270_Spy1732 MGAS10270_Spy1759 MGAS10270_Spy1814 MGAS10270_Spy1815 MGAS10270_Spy1851
SPI, MGAS10750_Spy0155 MGAS10750_Spy0156 MGAS10750_Spy0497 MGAS10750_Spy0540(agaV) MGAS10750_Spy0753(fruA) MGAS10750_Spy0931 MGAS10750_Spy0932(ptsB) MGAS10750_Spy1174 MGAS10750_Spy1175 MGAS10750_Spy1513 MGAS10750_Spy1514 MGAS10750_Spy1538(manL) MGAS10750_Spy1601(scrA) MGAS10750_Spy1730(lacE) MGAS10750_Spy1731(lacF) MGAS10750_Spy1757 MGAS10750_Spy1758 MGAS10750_Spy1784 MGAS10750_Spy1839 MGAS10750_Spy1840 MGAS10750_Spy1876
SPJ, MGAS2096_Spy0157 MGAS2096_Spy0158 MGAS2096_Spy0488 MGAS2096_Spy0533(agaV) MGAS2096_Spy0535 MGAS2096_Spy0733(fruA) MGAS2096_Spy0854 MGAS2096_Spy0855(ptsB) MGAS2096_Spy1082 MGAS2096_Spy1083 MGAS2096_Spy1427 MGAS2096_Spy1428 MGAS2096_Spy1505(manL) MGAS2096_Spy1506 MGAS2096_Spy1567(scrA) MGAS2096_Spy1658(lacE) MGAS2096_Spy1659(lacF) MGAS2096_Spy1686 MGAS2096_Spy1687 MGAS2096_Spy1714 MGAS2096_Spy1779 MGAS2096_Spy1780 MGAS2096_Spy1817
SPK, MGAS9429_Spy0151 MGAS9429_Spy0152 MGAS9429_Spy0467 MGAS9429_Spy0512(agaV) MGAS9429_Spy0514 MGAS9429_Spy0717(fruA) MGAS9429_Spy0897 MGAS9429_Spy0898(ptsB) MGAS9429_Spy1124 MGAS9429_Spy1125 MGAS9429_Spy1403 MGAS9429_Spy1404 MGAS9429_Spy1481(manL) MGAS9429_Spy1546(scrA) MGAS9429_Spy1636(lacE) MGAS9429_Spy1637(lacF) MGAS9429_Spy1664 MGAS9429_Spy1665 MGAS9429_Spy1693 MGAS9429_Spy1755 MGAS9429_Spy1756 MGAS9429_Spy1795
SPF, SpyM50143 SpyM50144 SpyM50308(scrA) SpyM50366(manL) SpyM50389 SpyM50390 SpyM50783 SpyM50784 SpyM50985 SpyM50986 SpyM51146(fruA) SpyM51340 SpyM51342(agaV) SpyM51385 SpyM51608(lacE) SpyM51609(lacF) SpyM51636 SpyM51637 SpyM51662 SpyM51708 SpyM51709 SpyM51743
SPA, M6_Spy0195 M6_Spy0196 M6_Spy0499 M6_Spy0542 M6_Spy0544 M6_Spy0681 M6_Spy0800 M6_Spy0801 M6_Spy0971 M6_Spy1050 M6_Spy1051 M6_Spy1449 M6_Spy1450 M6_Spy1473 M6_Spy1531 M6_Spy1642 M6_Spy1643 M6_Spy1671 M6_Spy1672 M6_Spy1698 M6_Spy1745 M6_Spy1746 M6_Spy1783
SPB, M28_Spy0147 M28_Spy0148 M28_Spy0456 M28_Spy0500(agaV) M28_Spy0502 M28_Spy0643(fruA) M28_Spy0757 M28_Spy0758(ptsB) M28_Spy1062 M28_Spy1063 M28_Spy1443 M28_Spy1444 M28_Spy1468(manL) M28_Spy1529(scrA) M28_Spy1623(lacE) M28_Spy1624(lacF) M28_Spy1651 M28_Spy1652 M28_Spy1678 M28_Spy1732 M28_Spy1733 M28_Spy1768
SOZ, Spy49_0154 Spy49_0155 Spy49_0485 Spy49_0527c(agaV) Spy49_0529c(agaF) Spy49_0674(fruA) Spy49_0833 Spy49_0834 Spy49_1045c Spy49_1046c Spy49_1328c Spy49_1329c Spy49_1354(manL) Spy49_1415c(scrA) Spy49_1585c(lacE) Spy49_1586c(lacF) Spy49_1611c Spy49_1612c Spy49_1636c Spy49_1699c Spy49_1700c Spy49_1737c
SPN, SP_0061 SP_0064 SP_0248 SP_0249 SP_0284 SP_0305(celB) SP_0308(celC) SP_0321 SP_0323 SP_0394 SP_0396 SP_0476 SP_0478 SP_0577 SP_0645 SP_0646 SP_0758 SP_0877 SP_1185 SP_1186 SP_1197 SP_1198 SP_1618 SP_1619 SP_1620 SP_1684 SP_1722 SP_1884 SP_2023 SP_2024 SP_2036 SP_2037 SP_2130 SP_2163 SP_2164
SPD, SPD_0066 SPD_0069 SPD_0232 SPD_0233 SPD_0264(manL) SPD_0279(celB) SPD_0281(celC) SPD_0293 SPD_0295 SPD_0360(mtlA) SPD_0362(mtlA2) SPD_0426(lacF-1) SPD_0428(lacE-1) SPD_0502 SPD_0559 SPD_0560 SPD_0661(exp5) SPD_0773 SPD_1047(lacE-2) SPD_1048(lacF-2) SPD_1057 SPD_1496 SPD_1532 SPD_1664 SPD_1832 SPD_1833 SPD_1845 SPD_1846 SPD_1960 SPD_1991 SPD_1992
SPR, spr0060(PTS-EIIB) spr0063(PTS-EII) spr0229(PTS-EIIA) spr0230(PTS-EIIB) spr0261(manL) spr0278(celB) spr0280(celC) spr0291(PTS-EII) spr0293(PTS-EII) spr0356(mtlA) spr0358(mtlF) spr0423(PTS-EII) spr0425(PTS-EII) spr0505(PTS-EII) spr0562(PTS-EII) spr0563 spr0668(ptsG) spr0780(fruA) spr1070(lacE) spr1071(lacF) spr1080 spr1081 spr1528(PTS-EII) spr1566(scrA) spr1699(treP) spr1835(ptcB) spr1836(ptcA) spr1847(PTS-EII) spr1848(PTS-EII) spr1939 spr1969(PTS-EII) spr1970(PTS-EII)
SPW, SPCG_0062 SPCG_0065 SPCG_0259 SPCG_0260 SPCG_0295(manL) SPCG_0314(celB) SPCG_0316(celC) SPCG_0327 SPCG_0329 SPCG_0394(mtlA) SPCG_0396(mtlF) SPCG_0543 SPCG_0600 SPCG_0601 SPCG_0708(ptsG) SPCG_0826(fruA) SPCG_1101 SPCG_1102 SPCG_1110 SPCG_1111 SPCG_1657 SPCG_1694(scrA) SPCG_1787 SPCG_1788 SPCG_1857(treP) SPCG_1989 SPCG_1990 SPCG_2002 SPCG_2003 SPCG_2099
SPX, SPG_0065 SPG_0068 SPG_0235 SPG_0236 SPG_0267 SPG_0291 SPG_0293 SPG_0362 SPG_0364 SPG_0432 SPG_0434 SPG_0525 SPG_0585 SPG_0586 SPG_0690 SPG_0801 SPG_1082 SPG_1083 SPG_1092 SPG_1592 SPG_1697 SPG_1698 SPG_1936 SPG_1937 SPG_1950 SPG_1951 SPG_2067
SNE, SPN23F_00760 SPN23F_00790 SPN23F_02380 SPN23F_02390 SPN23F_02720(manL) SPN23F_02950 SPN23F_02970(agaV) SPN23F_03700(mtlA) SPN23F_03720(mtlF) SPN23F_05210 SPN23F_05800 SPN23F_05810 SPN23F_06810 SPN23F_07990(fruA) SPN23F_10860(lacE2) SPN23F_10870(lacF) SPN23F_10980 SPN23F_16840 SPN23F_17230(scrA) SPN23F_18220 SPN23F_18230 SPN23F_18970 SPN23F_20440 SPN23F_20450 SPN23F_20580 SPN23F_20590 SPN23F_21620 SPN23F_21950 SPN23F_21960
SPV, SPH_0167 SPH_0170 SPH_0366 SPH_0367 SPH_0400 SPH_0432 SPH_0434 SPH_0504 SPH_0506 SPH_0588 SPH_0590 SPH_0675 SPH_0738 SPH_0739 SPH_0859 SPH_0981 SPH_1305 SPH_1306 SPH_1315 SPH_1733 SPH_1734 SPH_1830 SPH_1926 SPH_1927 SPH_2000(treP) SPH_2177 SPH_2178 SPH_2189 SPH_2190 SPH_2322 SPH_2357 SPH_2358
SNM, SP70585_0127 SP70585_0130 SP70585_0310 SP70585_0311 SP70585_0343 SP70585_0369(celB) SP70585_0371(celC) SP70585_0385 SP70585_0387 SP70585_0467 SP70585_0469 SP70585_0539 SP70585_0541 SP70585_0641 SP70585_0703 SP70585_0704 SP70585_0803 SP70585_0915 SP70585_1237 SP70585_1238 SP70585_1247 SP70585_1660 SP70585_1661 SP70585_1662 SP70585_1723 SP70585_1761 SP70585_1863 SP70585_1864 SP70585_1939(treP) SP70585_2109 SP70585_2110 SP70585_2122 SP70585_2123 SP70585_2256
SJJ, SPJ_0091 SPJ_0094 SPJ_0260 SPJ_0261 SPJ_0292 SPJ_0316 SPJ_0318 SPJ_0383 SPJ_0385 SPJ_0593 SPJ_0594 SPJ_0696 SPJ_0818 SPJ_1103 SPJ_1104 SPJ_1114 SPJ_1115 SPJ_1578 SPJ_1617 SPJ_1710 SPJ_1711 SPJ_1789(treP) SPJ_2029 SPJ_2030 SPJ_2042 SPJ_2043 SPJ_2155 SPJ_2189 SPJ_2190
SPP, SPP_0125 SPP_0128 SPP_0300 SPP_0301 SPP_0333 SPP_0356 SPP_0358 SPP_0501 SPP_0503 SPP_0593 SPP_0661 SPP_0662 SPP_0769 SPP_0885 SPP_1228 SPP_1229 SPP_1238 SPP_1239 SPP_1641 SPP_1642 SPP_1701 SPP_1738 SPP_1810 SPP_1884(treP) SPP_2060 SPP_2061 SPP_2072 SPP_2073 SPP_2186 SPP_2214 SPP_2215
SNT, SPT_0098 SPT_0101 SPT_0296 SPT_0297 SPT_0329 SPT_0356(celB) SPT_0358(celC) SPT_0370 SPT_0372 SPT_0517 SPT_0519 SPT_0607 SPT_0667 SPT_0668 SPT_0772 SPT_1029 SPT_1038 SPT_1039 SPT_1324(fruA) SPT_1559 SPT_1560 SPT_1622 SPT_1660 SPT_1802(treP) SPT_2019 SPT_2020 SPT_2031 SPT_2032 SPT_2142 SPT_2176 SPT_2177
SNC, HMPREF0837_10018(celA) HMPREF0837_10019 HMPREF0837_10032 HMPREF0837_10033(ulaB) HMPREF0837_10132 HMPREF0837_10166 HMPREF0837_10167 HMPREF0837_10349(pts-EIIB) HMPREF0837_10352(pts-EIIA) HMPREF0837_10564 HMPREF0837_10565(celA2) HMPREF0837_10599(manX) HMPREF0837_10624 HMPREF0837_10626(pts-EII) HMPREF0837_10774 HMPREF0837_10776 HMPREF0837_10870 HMPREF0837_10934 HMPREF0837_10935 HMPREF0837_11041 HMPREF0837_11301 HMPREF0837_11302 HMPREF0837_11312(lacF) HMPREF0837_11313(lacE) HMPREF0837_11616(fruA) HMPREF0837_11857 HMPREF0837_11858 HMPREF0837_11859 HMPREF0837_12109(treP)
SNB, SP670_0138 SP670_0141 SP670_0322 SP670_0323 SP670_0356 SP670_0374 SP670_0376 SP670_0390 SP670_0392 SP670_0466 SP670_0468 SP670_0555 SP670_0557 SP670_0641 SP670_0700 SP670_0701 SP670_1078 SP670_1079 SP670_1088 SP670_1089 SP670_1448 SP670_1566 SP670_1704 SP670_1705 SP670_1958(treP) SP670_2103 SP670_2104 SP670_2116 SP670_2117 SP670_2274
