"16S rRNA Count","Group","GC Content","Endospores","Has ADP PFK","Sequencing Center","Taxonomy ID","Pathogenic in","Genbank accessions","Paralogs Count","Motility","Gram Stain","Refseq accessions","Has Any 1PFK","Genome Name","Body Site","Metabolism","MetaCyc %","Has Any Gluconate Dehydratase","Status","Oxygen Req NCBI","Oxygen Requirement IMG","RefSeq project ID","Diseases","Super Kingdom","Paralogs %","KEGG Count","IMG Pathwawy Count","GOLD ID","KEGG ID","Ecosystem Type","Isolation","Temperature Range","Ecosystem Category","Has EDA","Project ID","Class","MetaCyc Count","Optimal temp.","Gene Count","Sporulation","Sequence Status","IMG Pathway %","Organism Name","Ecosystem","IMG Submission ID","Disease","Proposal Name","Salinity","GenBank Project ID","Has ZWF","Ecosystem Subtype","Has 6PGL","Temp. range","Has EDD","Genus","Order","Energy Category","Energy Source","Genome Size","Cell Arrangement","NCBI Taxon ID","Domain","Body Subsite","Habitat","Family","Taxon Object ID","Has Gluconokinase","Has Rubisco","Biotic Relationships","Arrangment","Has Gluconate Dehydratase","Strain","Shape","Phylum","KEGG %","Has 1PFK","Has PPi PFK","Has Phosphoketolase","Cell Shape","Specific Ecosystem","RefSeq Project ID","Species","Phenotype"
6,"Gammaproteobacteria",47.6,,"FALSE","DSTL, Imperial College, MDS, Sanger Institute",637000351,"Human, Rodent","AL590842,AL117189,AL109969,AL117211",690,,0,0,"TRUE","Yersinia pestis CO-92","Airways",,17.35,"TRUE","Finished","Facultative","Facultative",57621,"Bubonic plague","Bacteria",15.8,1348,407,"Gc00064","ype",,"Free living","Mesophile",,"TRUE",34,"Gammaproteobacteria",758,"28-30",4368,"Nonsporulating","complete",9.32,"Yersinia pestis CO92",,,"Bubonic plague","zzz",,34,"TRUE",,"TRUE","Mesophilic","TRUE","Yersinia","Enterobacteriales","Organic","Heterotroph",4.82965,"Singles",214092,"Bacteria",,"Multiple","Enterobacteriaceae",637000351,"TRUE","FALSE","Free living","Singles","FALSE","CO92","Rod","Proteobacteria",30.86,"TRUE","FALSE","FALSE","Rod-shaped",,57621,"pestis","Pathogen"
6,"Bacteroidetes/Chlorobi",43.2,,"FALSE","Kitasato Univ, RIKEN, Tokushima Univ",637000025,"Human","AP006841,AP006842",883,,0,0,"TRUE","Bacteroides fragilis YCH46","Gastrointestinal tract",,12.92,"FALSE","Finished","Anaerobic","Obligate anaerobe",58195,"Abscesses, Diarrhea","Bacteria",18.67,855,302,"Gc00222","bfr",,"Free living","Mesophile",,"TRUE",13067,"Bacteroidia",611,37,4730,,"complete",6.38,"Bacteroides fragilis YCH46",,,"Severe infection, diarrhea, and abcesses","zzz",,13067,"TRUE",,"TRUE","Mesophilic","FALSE","Bacteroides","Bacteroidales","Organic","Chemoorganotroph",5.31127,"Singles",295405,"Bacteria","Intestinal tract",,"Bacteroidaceae",637000025,"FALSE","FALSE","Free living","Singles","FALSE","YCH46","Rod","Bacteroidetes",18.08,"FALSE","TRUE","FALSE","Rod-shaped",,58195,"fragilis","Pathogen"
10,"Firmicutes",43.8,,"FALSE","DOE Joint Genome Institute",649633047,"No","CP002293,CP002294",204,,0,0,"TRUE","Geobacillus sp. Y4.1MC1",,,18.04,"FALSE","Finished","Aerobic",,55779,,"Bacteria",5.06,1171,177,,"gmc",,,,,"TRUE",33183,"Bacilli",727,0,4031,,"complete",4.39,"Geobacillus sp. Y4.1MC1",,,,"zzz",,33183,"TRUE",,"FALSE","Thermophilic","FALSE","Geobacillus","Bacillales","Unknown",,3.872,,581103,"Bacteria",,"Multiple","Bacillaceae",649633047,"TRUE","FALSE",,,"FALSE","Y4.1MC1","Rod","Firmicutes",29.05,"TRUE","FALSE","FALSE",,,55779,"sp.",
5,"Gammaproteobacteria",58.3,,"FALSE","Cornell Univ, J. Craig Venter Institute, Kansas State Univ, Univ of Missouri, Univ of Nebraska",637000225,"Plant","AE016853,AE016855,AE016854",1232,"Yes",0,0,"TRUE","Pseudomonas syringae pv. tomato DC3000",,,16.05,"TRUE","Finished","Aerobic","Aerobe",57967,"Plant rot, Speck disease","Bacteria",21.53,1580,419,"Gc00154","pst",,"Free living","Mesophile",,"TRUE",359,"Gammaproteobacteria",918,0,5721,"Nonsporulating","complete",7.32,"Pseudomonas syringae pv. tomato str. DC3000",,,"Plant rot","zzz",,359,"TRUE",,"TRUE","Mesophilic","TRUE","Pseudomonas","Pseudomonadales","Organic","Heterotroph",6.54066,"Singles",223283,"Bacteria",,"Multiple","Pseudomonadaceae",637000225,"TRUE","FALSE","Free living","Singles","FALSE","pv. tomato str. DC3000","Rod","Proteobacteria",27.62,"TRUE","FALSE","FALSE","Rod-shaped",,57967,"syringae","Pathogen"
9,"Firmicutes",28.3,"Yes","FALSE","DOE Joint Genome Institute, Los Alamos National Lab, Los Alamos National Laboratory",640753019,"Human","CP000728,CP000729",765,"Yes",0,0,"TRUE","Clostridium botulinum F Langeland",,,12.79,"FALSE","Finished","Anaerobic","Obligate anaerobe",58929,"Botulism","Bacteria",19.8,877,198,"Gc00622","cbf",,"Free living","Mesophile",,"TRUE",19519,"Clostridia",494,37,3863,"Sporulating","complete",5.13,"Clostridium botulinum F str. Langeland",,,"Botulism","zzz",,19519,"FALSE",,"FALSE","Mesophilic","FALSE","Clostridium","Clostridiales","Organic","Chemoorganotroph",4.018,"Chains, Singles, Pairs",441772,"Bacteria",,"Multiple","Clostridiaceae",640753019,"FALSE","FALSE","Free living","Singles, Pairs, Chains","FALSE","F str. Langeland","Rod","Firmicutes",22.7,"TRUE","FALSE","FALSE","Rod-shaped",,58929,"botulinum","Pathogen"
8,"Firmicutes",28.2,"Yes","FALSE","DOE Joint Genome Institute, Los Alamos National Lab, Los Alamos National Laboratory",640753018,"Human","CP000727",711,"Yes",0,0,"TRUE","Clostridium botulinum BoNT/A1 Hall",,,13.47,"FALSE","Finished","Anaerobic","Obligate anaerobe",58931,"Botulism","Bacteria",19.63,877,195,"Gc00621","cbh",,"Free living","Mesophile",,"TRUE",19521,"Clostridia",488,37,3622,"Sporulating","complete",5.38,"Clostridium botulinum A str. Hall",,,"Botulism","zzz",,19521,"FALSE",,"FALSE","Mesophilic","FALSE","Clostridium","Clostridiales","Organic","Chemoorganotroph",3.76056,"Pairs, Chains, Singles",441771,"Bacteria",,"Multiple","Clostridiaceae",640753018,"FALSE","FALSE","Free living","Singles, Pairs, Chains","FALSE","A str. Hall","Rod","Firmicutes",24.21,"TRUE","FALSE","FALSE","Rod-shaped",,58931,"botulinum","Pathogen"
8,"Firmicutes",28.2,"Yes","FALSE","DOE Joint Genome Institute, Los Alamos National Lab, Los Alamos National Laboratory",640753017,"Human","CP000726",784,"Yes",0,0,"TRUE","Clostridium botulinum BoNT/A1, ATCC 19397",,,13.04,"FALSE","Finished","Anaerobic","Obligate anaerobe",58927,"Botulism","Bacteria",20.91,879,201,"Gc00623","cba",,"Free living","Mesophile",,"TRUE",19517,"Clostridia",489,37,3750,"Sporulating","complete",5.36,"Clostridium botulinum A str. ATCC 19397",,,"Botulism","zzz",,19517,"FALSE",,"FALSE","Mesophilic","FALSE","Clostridium","Clostridiales","Organic","Chemoorganotroph",3.86345,"Singles, Pairs, Chains",441770,"Bacteria",,"Multiple","Clostridiaceae",640753017,"FALSE","FALSE","Free living","Singles, Pairs, Chains","FALSE","A str. ATCC 19397","Rod","Firmicutes",23.44,"TRUE","FALSE","FALSE","Rod-shaped",,58927,"botulinum","Pathogen"
10,"Firmicutes",28.5,"Yes","FALSE","Kitasato Univ, Kyushu Univ, Univ of Tsukuba",637000079,"Human, Animal","BA000016,AP003515",401,"No",0,0,"TRUE","Clostridium perfringens 13",,,17.11,"FALSE","Finished","Anaerobic","Anaerobe",57681,"Enteritis necroticans, Food poisoning, Gas gangrene, Necrotizing enterocolitis","Bacteria",13.8,805,273,"Gc00076","cpe",,"Free living","Mesophile",,"TRUE",79,"Clostridia",497,37,2905,"Sporulating","complete",9.4,"Clostridium perfringens str. 13",,,"Gas gangrene","zzz","Non-halophilic",79,"FALSE",,"FALSE","Mesophilic","FALSE","Clostridium","Clostridiales","Organic","Chemoorganotroph",3.08574,"Pairs, Singles",195102,"Bacteria",,"Multiple","Clostridiaceae",637000079,"FALSE","FALSE","Free living","Singles, Pairs, Chains","FALSE","str. 13","Rod","Firmicutes",27.71,"TRUE","FALSE","FALSE","Rod-shaped",,57681,"perfringens","Pathogen"
8,"Firmicutes",28.4,"Yes","FALSE","J. Craig Venter Institute",637000077,"Human, Animal","CP000246",439,"No",0,0,"TRUE","Clostridium perfringens ATCC 13124",,,16.11,"FALSE","Finished","Anaerobic","Obligate anaerobe",57901,"Dysenteria, Enterotoxemia, Gas gangrene, Enterocolitis, Food poisoning","Bacteria",14.32,809,262,"Gc00406","cpf",,"Free living","Mesophile",,"TRUE",304,"Clostridia",494,37,3066,"Sporulating","complete",8.55,"Clostridium perfringens ATCC 13124",,,"Gas gangrene","zzz","Non-halophilic",304,"FALSE",,"FALSE","Mesophilic","FALSE","Clostridium","Clostridiales","Organic","Chemoorganotroph",3.25668,"Pairs, Chains, Singles",195103,"Bacteria",,"Multiple","Clostridiaceae",637000077,"FALSE","FALSE","Free living","Singles, Pairs, Chains","FALSE","ATCC 13124","Rod","Firmicutes",26.39,"TRUE","FALSE","FALSE","Rod-shaped",,57901,"perfringens","Pathogen"
1,"Crenarchaeota",45.3,,"FALSE","Center of Bioengineering, INMI-RAS",643348540,"No","CP001140",101,,,0,"FALSE","Desulfurococcus kamchatkensis 1221n",,,15.98,"FALSE","Finished","Anaerobic","Obligate anaerobe",59133,"None","Archaea",6.64,444,110,"Gc00873","dka",,"Free living","Hyperthermophile",,"FALSE",28141,"Thermoprotei",243,82,1521,,"complete",7.23,"Desulfurococcus kamchatkensis 1221n",,,,"zzz",,28141,"FALSE",,"FALSE","Hyperthermophilic","FALSE","Desulfurococcus","Desulfurococcales","Organic","Organotroph",1.36522,,490899,"Archaea",,"Aquatic","Desulfurococcaceae",643348540,"TRUE","TRUE","Free living",,"FALSE","1221n",,"Crenarchaeota",29.19,"FALSE","FALSE","FALSE","Coccus-shaped",,59133,"kamchatkensis",
14,"Gammaproteobacteria",,"No","FALSE","JAMSTEC, Keio Univ, Kinki Univ",646564568,"No","AP011177",436,"Yes",0,0,"FALSE","Shewanella violacea DSS12",,,15.42,"TRUE","Finished","Facultative","Facultative",47085,"None","Bacteria",9.66,1081,184,"Gc01272","svo",,"Free living","Psychrophile",,"TRUE",34739,"Gammaproteobacteria",696,0,4515,"Nonsporulating","complete",4.08,"Shewanella violacea DSS12",,,,"zzz",,34739,"TRUE",,"TRUE","Psychrophilic","TRUE","Shewanella","Alteromonadales","Organic","Heterotroph",5,"Singles, Pairs",637905,"Bacteria",,"Specialized","Shewanellaceae",646564568,"FALSE","FALSE","Free living",,"FALSE","DSS12","Rod","Proteobacteria",23.94,"FALSE","FALSE","TRUE","Rod-shaped",,47085,"violacea","Piezophile"
5,"Gammaproteobacteria",57.9,,"FALSE","Cornell Univ, J. Craig Venter Institute",637000223,"Plant","CP000059,CP000058,CP000060",1033,"Yes",0,0,"TRUE","Pseudomonas syringae pv. phaseolicola 1448A",,,16.69,"TRUE","Finished","Aerobic","Aerobe",58099,"Plant rot, Halo blight","Bacteria",19,1595,407,"Gc00321","psp",,"Free living","Mesophile",,"TRUE",12416,"Gammaproteobacteria",907,0,5436,"Nonsporulating","complete",7.49,"Pseudomonas syringae pv. phaseolicola 1448A",,,"Plant rot","zzz",,12416,"TRUE",,"TRUE","Mesophilic","TRUE","Pseudomonas","Pseudomonadales","Organic","Heterotroph",6.11245,"Singles",264730,"Bacteria",,"Multiple","Pseudomonadaceae",637000223,"TRUE","FALSE","Free living","Singles","FALSE","pv. phaseolicola 1448A","Rod","Proteobacteria",29.34,"TRUE","FALSE","FALSE","Rod-shaped",,58099,"syringae","Pathogen"
3,"Euryarchaeota",54.6,,"FALSE","Max Planck Institute, Max-Planck Institute",640427153,"No","AM114193",619,,,0,"TRUE","Methanocella sp. RC-I",,"Methanogen",14.45,"FALSE","Finished",,,61623,"None","Archaea",19.66,738,207,"Gc00528","rci",,"Free living","Mesophile",,"FALSE",19641,"Methanomicrobia",455,0,3149,,"complete",6.57,"uncultured methanogenic archaeon RC-I",,,"None","zzz","Non-halophilic",19641,"FALSE",,"FALSE","Mesophilic","FALSE","Methanocella","Methanocellales","Inorganic","Lithotroph",3.17992,,351160,"Archaea",,"Host-associated","Methanocellaceae",640427153,"FALSE","TRUE","Free living",,"FALSE","archaeon RC-I",,"Euryarchaeota",23.44,"FALSE","TRUE","FALSE",,,61623,"sp.","Non-Pathogen"
4,"Betaproteobacteria",64.7,,"FALSE","Max Planck Institute, Max-Planck Institute",637000012,"No","CR555306,CR555307,CR555308",845,"Yes",0,0,"FALSE","Aromatoleum aromaticum EbN1",,"Denitrifying, Nitrate reducer, Hydrocarbons metabolizer",17.43,"FALSE","Finished","Facultative","Facultative",58231,"None","Bacteria",18.03,1206,374,"Gc00232","eba",,"Free living","Mesophile",,"FALSE",13242,"Betaproteobacteria",817,26,4686,,"complete",7.98,"Aromatoleum aromaticum EbN1",,,"None","zzz","Non-halophilic",13242,"FALSE",,"FALSE","Mesophilic","FALSE","Aromatoleum","Rhodocyclales","Unknown","Diazotroph",4.73102,"Singles",76114,"Bacteria",,"Terrestrial","Rhodocyclaceae",637000012,"FALSE","FALSE","Free living","Singles","FALSE","EbN1","Rod","Proteobacteria",25.74,"FALSE","FALSE","FALSE","Rod-shaped",,58231,"sp.",
2,"Deinococcus-Thermus",,,"FALSE","DOE Joint Genome Institute, DSMZ",646564586,,"CP002049",370,,,0,"TRUE","Truepera radiovictrix RQ-24, DSM 17093",,,19.24,"FALSE","Finished","Aerobic","Obligate aerobe",49533,"None","Bacteria",12.15,919,268,"Gc01303","tra",,"Free living","Thermophile",,"FALSE",38371,"Deinococci",586,50,3046,"Nonsporulating","complete",8.8,"Truepera radiovictrix DSM 17093",,,,"A Genomic Encyclopedia of Bacteria and Archaea (GEBA)",,38371,"TRUE",,"FALSE","Thermophilic","FALSE","Truepera","Deinococcales","Organic","Chemoorganotroph",3.3,,649638,"Bacteria",,,"Trueperaceae",646564586,"TRUE","FALSE","Free living",,"FALSE","DSM 17093","Spherical","Thermi",30.17,"TRUE","FALSE","FALSE","Sphere-shaped",,49533,"radiovictrix","Radiation resistant"
2,"Cyanobacteria",37.9,,"FALSE","Purdue Univ, Washington Univ",641522622,"No","CP000806,CP000810,CP000811,CP000808,CP000807,CP000809",1060,,,0,"FALSE","Cyanothece sp. BH68, ATCC 51142",,"Nitrogen fixation",12.53,"FALSE","Finished","Facultative","Facultative",59013,"None","Bacteria",19.8,1097,299,"Gc00760","cyt",,"Free living","Mesophile",,"TRUE",20319,"Cyanophyceae",671,0,5354,,"complete",5.58,"Cyanothece sp. ATCC 51142",,,,"zzz",,20319,"TRUE",,"TRUE","Mesophilic","FALSE","Cyanothece","Chroococcales","Both","Photoheterotroph",5.46127,"Singles",43989,"Bacteria",,"Aquatic","Cyanobacteriaceae",641522622,"TRUE","TRUE","Free living","Singles","FALSE","ATCC 51142","Coccus","Cyanobacteria",20.49,"FALSE","FALSE","TRUE","Coccus-shaped",,59013,"sp.",
2,"Euryarchaeota",31,,"FALSE","Washington Univ",640427121,,"CP000678",189,"No",0,0,"FALSE","Methanobrevibacter smithii PS, ATCC 35061",,"Methanogen",20.21,"FALSE","Finished","Anaerobic","Anaerobe",58827,"None","Archaea",10.27,607,194,"Gc00574","msi",,"Free living","Mesophile",,"FALSE",18653,"Methanobacteria",372,"37-40",1841,,"complete",10.54,"Methanobrevibacter smithii ATCC 35061",,,,"zzz",,18653,"FALSE",,"FALSE","Mesophilic","FALSE","Methanobrevibacter","Methanobacteriales","Inorganic","Lithotroph",1.85316,"Chains, Pairs",420247,"Archaea",,"Multiple","Methanobacteriaceae",640427121,"FALSE","FALSE","Free living","Pairs, Chains","FALSE","ATCC 35061","Rod","Euryarchaeota",32.97,"FALSE","FALSE","FALSE","Rod-shaped",,58827,"smithii","Symbiotic"
2,"Deltaproteobacteria",74.9,"Yes","FALSE","DOE Joint Genome Institute",637000007,"No","CP000251",563,"Yes",0,0,"TRUE","Anaeromyxobacter dehalogenans 2CP-C",,,16.35,"FALSE","Finished","Facultative","Anaerobe",58135,"None","Bacteria",12.73,1118,343,"Gc00340","ade",,"Free living","Mesophile",,"FALSE",12634,"Deltaproteobacteria",723,30,4421,"Sporulating","complete",7.76,"Anaeromyxobacter dehalogenans 2CP-C",,,"None","zzz",,12634,"TRUE",,"TRUE","Mesophilic","FALSE","Anaeromyxobacter","Myxococcales","Organic","Heterotroph",5,,290397,"Bacteria",,"Terrestrial","Myxococcaceae",637000007,"FALSE","FALSE","Free living",,"FALSE","2CP-C","Rod","Proteobacteria",25.29,"FALSE","TRUE","FALSE","Rod-shaped",,58135,"dehalogenans","Non-Pathogen"
2,"Aquificae",37.1,"No","FALSE","J. Craig Venter Institute, Portland State Univ",643692030,"No","CP001230,CP001231",156,"Yes",0,0,"FALSE","Persephonella marina EX-H1",,"Nitrate reducer, Hydrogen oxidizer",22.48,"FALSE","Finished","Microaerophilic","Microaerophilic",58119,"None","Bacteria",7.45,720,152,"Gc00938","pmx",,"Free living","Thermophile",,"FALSE",12526,"Aquificae",471,73,2095,"Nonsporulating","complete",7.26,"Persephonella marina EX-H1",,,"None","zzz",,12526,"FALSE",,"FALSE","Thermophilic","FALSE","Persephonella","Aquificales","Inorganic","Chemolithoautotroph",1.98428,,123214,"Bacteria",,"Aquatic","Hydrogenothermaceae",643692030,"FALSE","TRUE","Free living",,"FALSE","EX-H1","Rod","Aquificae",34.37,"FALSE","FALSE","FALSE","Rod-shaped",,58119,"marina",
1,"Cyanobacteria",31.1,,"FALSE","DOE Joint Genome Institute",640753041,"No","CP000825",154,,0,0,"FALSE","Prochlorococcus marinus MIT 9215",,,22.92,"FALSE","Finished",,,58819,"None","Bacteria",7.48,708,236,"Gc00651","pmh",,"Free living","Mesophile",,"TRUE",18633,"Cyanophyceae",472,0,2059,,"complete",11.46,"Prochlorococcus marinus str. MIT 9215",,,"None","zzz","Non-halophilic",18633,"TRUE",,"TRUE","Mesophilic","FALSE","Prochlorococcus","Synechococcales","Inorganic","Photosynthetic",1.73879,"Singles",93060,"Bacteria",,"Aquatic","Synechococcaceae",640753041,"FALSE","TRUE","Free living",,"FALSE","str. MIT 9215",,"Cyanobacteria",34.39,"FALSE","FALSE","FALSE","Oval-shaped",,58819,"marinus",
7,"Gammaproteobacteria",52.2,,"FALSE","Washington Univ",637000252,"Human","CP000026",653,"Yes",0,0,"TRUE","Salmonella enterica enterica sv Paratyphi A, ATCC 9150",,,20.63,"TRUE","Finished","Facultative","Facultative",58201,"Food poisoning, Gastroenteritis, Salmonellosis, Typhoid fever","Bacteria",15.2,1427,498,"Gc00238","spt",,"Free living","Mesophile",,"TRUE",13086,"Gammaproteobacteria",886,37,4295,"Nonsporulating","complete",11.59,"Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150",,,"Paratyphoid fever","zzz",,13086,"TRUE",,"TRUE","Mesophilic","TRUE","Salmonella","Enterobacteriales","Organic","Chemoorganotroph",4.6,"Pairs, Singles",295319,"Bacteria",,"Host-associated","Enterobacteriaceae",637000252,"TRUE","FALSE","Free living","Singles, Pairs","FALSE","subsp. enterica serovar Paratyphi A str. ATCC 9150","Rod","Proteobacteria",33.22,"TRUE","FALSE","FALSE","Rod-shaped",,58201,"enterica","Pathogen"
2,"Acidobacteria",61.9,,"FALSE","DOE Joint Genome Institute",639633060,"No","CP000473",2035,"No",0,0,"TRUE","Solibacter usitatus Ellin6076",,,12.48,"FALSE","Finished","Aerobic","Aerobe",58139,"None","Bacteria",25.43,1445,408,"Gc00446","sus",,"Free living","Mesophile",,"TRUE",12638,"Solibacteres",999,30,8003,"Nonsporulating","complete",5.1,"Candidatus Solibacter usitatus Ellin6076",,,"None","zzz","Non-halophilic",12638,"TRUE",,"TRUE","Mesophilic","FALSE","Solibacter","Solibacterales","Organic","Chemoorganotroph, Oligotroph, Heterotroph",9.96564,"Clusters",234267,"Bacteria",,"Terrestrial","Solibacteraceae",639633060,"FALSE","FALSE","Free living","Clusters","FALSE","Ellin6076","Rod","Acidobacteria",18.06,"TRUE","TRUE","FALSE","Rod-shaped",,58139,"usitatus","Acidophile"
3,"Betaproteobacteria",63.3,,"FALSE","DOE Joint Genome Institute",644736400,"No","CP001644,CP001645,CP001646,CP001648,CP001647",1089,,0,0,"TRUE","Ralstonia pickettii 12D",,,17.07,"TRUE","Finished","Aerobic","Aerobe",58859,"Nosocomial infection","Bacteria",19.74,1494,375,"Gc01040","rpf",,"Free living","Mesophile",,"TRUE",18937,"Betaproteobacteria",942,0,5518,,"complete",6.8,"Ralstonia pickettii 12D",,,,"zzz",,18937,"TRUE",,"TRUE","Mesophilic","TRUE","Ralstonia","Burkholderiales","Organic","Heterotroph",5.68204,,428406,"Bacteria",,"Multiple","Burkholderiaceae",644736400,"TRUE","FALSE","Free living",,"FALSE","12D","Rod","Proteobacteria",27.08,"TRUE","FALSE","FALSE","Rod-shaped",,58859,"pickettii","Pathogen"
9,"Firmicutes",28.8,"Yes","FALSE","Sanger Institute",646311915,"Human","FN545816",824,"Yes",0,0,"TRUE","Clostridium difficile R20291","Gastrointestinal tract",,15.89,"FALSE","Finished","Anaerobic","Obligate anaerobe",40921,"Diarrhea, Colitis, Peritonitis","Bacteria",22.9,1012,48,"Gc01121","cdl",,"Free living","Mesophile",,"TRUE",38039,"Clostridia",572,0,3599,"Sporulating","complete",1.33,"Clostridium difficile R20291",,,"Antibiotic-associated diarrhea and pseudomembraneous colitis","zzz",,38039,"FALSE",,"FALSE","Mesophilic","FALSE","Clostridium","Clostridiales","Organic","Chemoorganotroph",4.2,"Pairs, Chains, Singles",645463,"Bacteria",,"Multiple","Clostridiaceae",646311915,"FALSE","FALSE","Free living","Singles, Pairs, Chains","FALSE","R20291","Rod","Firmicutes",28.12,"TRUE","FALSE","FALSE","Rod-shaped",,40921,"difficile","Pathogen"
10,"Firmicutes",,"Yes","FALSE","Sanger Institute",646311914,"Human","FN538970",801,"Yes",0,0,"TRUE","Clostridium difficile CD196","Gastrointestinal tract",,16.02,"FALSE","Finished","Anaerobic","Obligate anaerobe",41017,"Diarrhea, Colitis, Peritonitis","Bacteria",22.47,1013,49,"Gc01120","cdc",,"Free living","Mesophile",,"TRUE",38037,"Clostridia",571,0,3565,"Sporulating","complete",1.37,"Clostridium difficile CD196",,,"Antibiotic-associated diarrhea and pseudomembraneous colitis","zzz",,38037,"FALSE",,"FALSE","Mesophilic","FALSE","Clostridium","Clostridiales","Organic","Chemoorganotroph",4.1,"Chains, Pairs, Singles",645462,"Bacteria",,"Multiple","Clostridiaceae",646311914,"FALSE","FALSE","Free living","Singles, Pairs, Chains","FALSE","CD196","Rod","Firmicutes",28.42,"TRUE","FALSE","FALSE","Rod-shaped",,41017,"difficile","Pathogen"
9,"Firmicutes",28.2,"Yes","FALSE","Institute of Food Research, Sanger Institute, Univ of Reading",640427109,"Human","AM412317,AM412318",759,"Yes",0,0,"TRUE","Clostridium botulinum type A - Hall",,"Type A toxin producer",12.78,"FALSE","Finished","Anaerobic","Obligate anaerobe",61579,"Botulism","Bacteria",19.84,876,250,"Gc00568","cbo",,"Free living","Mesophile",,"TRUE",193,"Clostridia",489,37,3825,"Sporulating","complete",6.54,"Clostridium botulinum A str. ATCC 3502",,,"Botulism","zzz","Non-halophilic",193,"FALSE",,"FALSE","Mesophilic","FALSE","Clostridium","Clostridiales","Organic","Chemoorganotroph",3.916,"Chains, Singles, Pairs",413999,"Bacteria",,"Multiple","Clostridiaceae",640427109,"FALSE","FALSE","Free living","Singles, Pairs, Chains","FALSE","A str. ATCC 3502","Rod","Firmicutes",22.9,"TRUE","FALSE","FALSE","Rod-shaped",,61579,"botulinum","Pathogen"
1,"Crenarchaeota",35,"No","FALSE","DOE Joint Genome Institute",643692047,"No","CP001402",452,"No",,0,"FALSE","Sulfolobus islandicus M.16.4",,,15.41,"TRUE","Finished","Aerobic","Aerobe",58841,"None","Archaea",15.75,670,223,"Gc01006","sid",,"Free living","Thermophile",,"FALSE",18807,"Thermoprotei",442,"75-85",2869,"Nonsporulating","complete",7.77,"Sulfolobus islandicus M.16.4",,,"None","zzz","Non-halophilic",18807,"FALSE",,"FALSE","Hyperthermophilic","FALSE","Sulfolobus","Sulfolobales","Inorganic","Lithotroph",2.6,"Singles",426118,"Archaea",,"Specialized","Sulfolobaceae",643692047,"FALSE","FALSE","Free living",,"TRUE","M.16.4","Coccus","Crenarchaeota",23.35,"FALSE","FALSE","FALSE","Coccus-shaped",,58841,"islandicus","Acidophile"
1,"Actinobacteria",65.6,"No","FALSE","Institut Pasteur, Sanger Institute",637000169,"Human, Animal","BX248333",712,"No",0,0,"FALSE","Mycobacterium bovis AF2122/97",,,18.73,"FALSE","Finished","Aerobic","Aerobe",57695,"Tuberculosis","Bacteria",17.74,1093,308,"Gc00138","mbo",,"Free living","Mesophile",,"FALSE",89,"Actinobacteria",752,37,4014,"Nonsporulating","complete",7.67,"Mycobacterium bovis AF2122/97",,,"Tuberculosis in cattle","zzz",,89,"TRUE",,"TRUE","Mesophilic","FALSE","Mycobacterium","Actinomycetales","Organic","Chemoorganotroph",4.34549,"Singles",233413,"Bacteria",,"Host-associated","Mycobacteriaceae",637000169,"FALSE","FALSE","Free living","Singles","FALSE","AF2122/97","Rod","Actinobacteria",27.23,"FALSE","FALSE","FALSE","Rod-shaped",,57695,"bovis","Pathogen"
